"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Phenylacetylglycine","Com_50_neg","Phenylacetylglycine","C10 H11 N O3",193.074,5.533,192.06672,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",119524968.8,122737381.6,152448252.9,140755373.1,154394491.5,200447616.6,142521230.2,262787457.3,27.3810467190869,26.9624935448445,0.418553174242405,0.0888097641169417,0.165885566696614,"stable",1.13220522432085
"N-Acetyl-1-aspartylglutamic acid","Com_51_neg","N-Acetyl-1-aspartylglutamic acid","C11 H16 N2 O8",304.09064,2.484,303.08336,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",59055208.1600001,70928942.6499999,79151060.7,83401392.49,85468763.64,95752162.29,57656473.59,87887937.67,26.2690809773451,26.0445124721209,0.224568505224216,0.255454416492908,0.242168351634279,"stable",0.855631478739817
"Citric acid","Com_18_neg","Citric acid","C6 H8 O7",192.02695,2.074,191.01968,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives","Tricarboxylic acids and derivatives",6904895569.00002,6540255762,7042666709.99998,5750602532,6597258148.00002,7749520815,5117938858.00001,6173064451,32.5336001650377,32.6683823404163,-0.134782175378554,0.258030766362395,0.243028368133183,"stable",0.745599729940191
"Azelaic acid","Com_32_neg","Azelaic acid","C9 H16 O4",188.10483,5.934,187.09755,"Full match","Full match","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",646655358.599999,631771724.400001,639990023.6,595898693.100001,614559918.9,678059392.899999,780753328.400001,701790666.799999,29.3218127562922,29.2522413603062,0.0695713959859603,0.377800667806651,0.296086909052502,"stable",0.575916516421508
"Asparagine","Com_171_neg","Asparagine","C4 H8 N2 O3",132.05346,1.325,131.04618,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Asparagine and derivatives",162800146.3,177559319.9,181700668.7,166788430,206271046.7,566637493.5,245086359.6,374132836.8,28.0717902383754,27.3730803634271,0.698709874948229,0.0912143574143866,0.1671691971057,"stable",1.10685933221578
"N-Acetyl-DL-glutamic acid","Com_76_neg","N-Acetyl-DL-glutamic acid","C7 H11 N O5",189.06364,2.288,188.05636,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",300125723.1,312890677.3,350877036.1,657418182.8,647095383.8,563288976.3,920222392.1,650543268.799999,29.3370832713304,28.2561551519306,1.08092811939978,0.00024200933080716,0.0392424749150347,"up",1.85536729579455
"L-Glutathione oxidized","Com_8_neg","L-Glutathione oxidized","C20 H32 N6 O12 S2",612.15211,2.277,611.14484,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",13027816679,14348651583,14387339709,12452221102,11967891574,10131513090,8849316471,11673168625,33.3475321317519,33.695051063897,-0.347518932145121,0.0163162382131115,0.101249846404976,"down",1.47823412453565
"D-(-)-Glutamine","Com_402_neg","D-(-)-Glutamine","C5 H10 N2 O3",146.06916,1.333,145.06189,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","D-alpha-amino acids",15683435.1,18053883.54,15674461.07,17474274.14,16310335.84,78947986.9000001,97286675.5,45904870.99,25.2480588579638,23.9701522075233,1.2779066504405,0.0752584895181076,0.15761875849364,"stable",1.1651830665514
"Indole-3-lactic acid","Com_624_neg","Indole-3-lactic acid","C11 H11 N O3",205.07396,5.673,204.06668,"Full match","Full match","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives",12128375.06,13825966.53,17634066.74,14252005.7,19413269.61,11036633.07,5442263.082,11751990.08,23.4466350422891,23.7748739431353,-0.328238900846213,0.376192208037992,0.295410787257741,"stable",0.601522983090917
"(R)-3-Hydroxy myristic acid","Com_1360_neg","(R)-3-Hydroxy myristic acid","C14 H28 O3",244.20367,8.445,243.1964,"Full match","Full match","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",16375087.95,16109641.66,20174953.97,20768197.62,21012403.04,17614030.15,20764222.46,17158006.29,24.2085614630717,24.0574941444185,0.151067318653158,0.293819790465994,0.25783294370148,"stable",0.93532562754962
"N-Acetyl-L-glutamine","Com_2714_neg","N-Acetyl-L-glutamine","C7 H12 N2 O4",188.07954,1.746,187.07223,"Full match","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamine and derivatives",10642457.67,11817036.79,13828490.24,17264460.74,19395453,31177390.78,17619716.96,27059392.96,24.3809654967115,23.519611104694,0.861354392017478,0.00580162795806011,0.074296102763027,"up",1.62550769356311
"UDP-N-acetylglucosamine","Com_44_neg","UDP-N-acetylglucosamine","C17 H27 N3 O17 P2",607.08231,1.762,606.07504,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",5910081322.00001,6277383616.00001,6725703684,8176156542,8233610854,10692942734,8722755021.99998,8301027428.99998,33.0312746347443,32.5516950462583,0.479579588486011,0.0018668803044531,0.0533353491839177,"up",1.74441814258657
"Cyclic ADP-ribose","Com_1741_neg","Cyclic ADP-ribose","C15 H21 N5 O13 P2",541.06154,2.528,540.05427,"Full match","Full match","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Pentose phosphates",330305343,349598491.6,371948197.9,453821068,359339322.2,346019679.1,267556434.6,351709016.5,28.3859347668942,28.3836250839871,0.0023096829071747,0.986556134907354,0.50037879207843,"stable",0.0112987364775482
"N-Acetylneuraminic acid","Com_464_neg","N-Acetylneuraminic acid","C11 H19 N O9",309.10596,1.435,308.09868,"Full match","Full match","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","N-acylneuraminic acids",72969465.41,88093127.1600001,87847670.1199999,79632501.7400001,74952177.02,92072063.5200001,84431324.7900001,82070646.8499999,26.2968438483308,26.3006054560983,-0.00376160776757573,0.97285521233258,0.496882592235304,"stable",0.0328145116520219
"Biotin","Com_1116_neg","Biotin","C10 H16 N2 O3 S",244.08816,5.429,243.08089,"Full match","Full match","Full match","Organoheterocyclic compounds","Biotin and derivatives","Not available","Biotin and derivatives",12701092.34,12160245.42,13914562.12,10718046.44,11618779.24,18807998.6,8656991.68899999,15434268.96,23.5826809914196,23.6214034755626,-0.0387224841429656,0.858670506242071,0.465723897272082,"stable",0.117097905244883
"N-Acetyl-L-methionine","Com_391_neg","N-Acetyl-L-methionine","C7 H13 N O3 S",191.06173,5.316,190.05445,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Methionine and derivatives",6198753.38700001,5576484.584,7674036.853,7152205.613,10102732.42,29501942.92,9281467.74400001,12233731.49,23.5085576677488,22.615341814441,0.893215853307794,0.0622258104737589,0.147527486476805,"stable",1.20350433345677
"Flavin adenine dinucleotide (FAD)","Com_505_neg","Flavin adenine dinucleotide (FAD)","C27 H33 N9 O15 P2",785.15894,5.202,784.15166,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Flavin nucleotides","Not available","Flavin nucleotides",128161181,124656901.3,135788173.9,123641956.5,124308632.1,125666063.7,128268881,123502178,26.8981042910033,26.9478514060344,-0.0497471150311526,0.302619534410926,0.262039830652388,"stable",1.11501411746455
"Thymidine","Com_740_neg","Thymidine","C10 H14 N2 O5",242.09038,4.869,241.08307,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine deoxyribonucleotides","Pyrimidine 2'-deoxyribonucleoside monophosphates",2848264.691,3485413.345,4799632.973,3418588.166,2970428.323,10445159.7,6279403.59800001,5498709.53700001,22.2992795447173,21.7896809260021,0.509598618715213,0.241306132025886,0.237238464308008,"stable",0.813042015166323
"Uridine","Com_825_neg","Uridine","C9 H12 N2 O6",244.06935,2.238,243.06201,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",26242121.42,21746288.69,26179430.1,21495802.19,23106653.5,22482261.37,12139629.92,31939841.02,24.3407430664226,24.5538590808399,-0.213116014417288,0.419764518976914,0.312827578586875,"stable",0.537955198078873
"Adenosine 5'-monophosphate","Com_29_neg","Adenosine 5'-monophosphate","C10 H14 N5 O7 P",347.06309,1.578,346.05581,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",1556197292,1391728146,1764001055,1970532371,2029149031,1098475356,1024806926,1081685194,30.3540719741138,30.5419374630167,-0.187865488902879,0.473008826704936,0.331841683134016,"stable",0.482465237819796
"Flavin mononucleotide (FMN)","Com_1879_neg","Flavin mononucleotide (FMN)","C17 H21 N4 O9 P",456.10508,5.281,455.09788,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Flavin nucleotides","Not available","Flavin nucleotides",13263177.12,14587752.72,19068412.01,14582636.3,15910360.43,17312819.24,13924856.75,15545016.77,23.8775313462994,23.8812862505586,-0.0037549042591607,0.983625241918349,0.499634978680215,"stable",0.0224388488643914
"Glycoursodeoxycholic acid","Com_996_neg","Glycoursodeoxycholic acid","C26 H43 N O5",449.31458,7.468,448.3073,"Full match","Full match","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Glycinated bile acids and derivatives",16302282.49,15778123.91,15868911.34,13443813.79,10869776.17,14266648.63,9285782.61599999,13182588.94,23.523824726712,23.9298975980441,-0.406072871332071,0.0235956071932669,0.109869373958126,"down",1.45160439418671
"LPE O-16:1","Com_23_neg","LPE O-16:1","C21 H44 N O6 P",437.29066,9.811,436.28339,"No results","Full match","No results",NA,NA,NA,NA,710871750.8,682388629.8,539991277.5,385013872.6,473495932.3,308287948,157483177.1,766902322.4,28.4567810617916,29.2531310980146,-0.796350036223,0.102575281048267,0.172633652234377,"stable",1.06552279210529
"Vanillyl alcohol","Com_35_neg","Vanillyl alcohol","C8 H10 O3",154.06304,5.614,153.05582,"Full match","No results","No results","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols",9377321.95,7080291.95400001,6567099.811,5684033.257,5684654.703,5228691.418,8237609.07600001,6532365.523,22.5616223349106,22.8543156354474,-0.292693300536776,0.203827423855028,0.222219713193295,"stable",1.0481820478169
"Gluconic acid","Com_66_neg","Gluconic acid","C6 H12 O7",150.0528,1.355,195.051,"Invalid mass","Invalid mass","No match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives",223140703.5,244671021.5,240468977.3,191791821.6,219609764.5,416266921.1,326979362.7,334441750.4,28.0920141320614,27.813640668448,0.278373463613434,0.253318958250045,0.241446975741763,"stable",0.749216300536044
"Neopterin","Com_70_neg","Neopterin","C9 H11 N5 O4",253.08072,6.323,252.07345,"Full match","No results","Full match","Organoheterocyclic compounds","Pteridines and derivatives","Pterins and derivatives","Biopterins and derivatives",14252291.71,91686781.8300001,19606270.29,8139296.60399999,13830417.91,32938821.68,27768243.54,27180758.25,24.214822934437,24.8132375958261,-0.598414661389089,0.560677123796385,0.362724178646746,"stable",0.584817222260059
"Methylmalonate","Com_95_neg","Methylmalonate","C4 H6 O4",118.02639,1.418,152.99578,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Dicarboxylic acids and derivatives","Dicarboxylic acids and derivatives",15132384.1,16512761.33,17913201.3,10641026.54,10030849.26,21638362.63,11386205.7,13888045.06,23.627257269819,23.9742446248796,-0.346987355060605,0.165662135127623,0.203143960857408,"stable",0.911539962788563
"Mestranol","Com_98_neg","Mestranol","C21 H26 O2",310.18142,8.554,309.17415,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrane steroids",57041256.17,82089433.9200001,72424430.5199999,54968668.58,55379956.9000001,37369665.12,62459694.65,378086886.7,26.1961791694131,26.0553895733407,0.140789596072487,0.826904108235435,0.456357263500627,"stable",0.143304257503267
"LPC 16:0","Com_105_neg","LPC 16:0","C24 H50 N O7 P",541.33845,9.531,540.33117,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",156235230.5,136650252.2,96231231.67,68075738.73,83333293.0100001,71137753.37,65236477.83,221775186.1,26.4201674798536,26.9216864372625,-0.501518957408905,0.248083511779288,0.239644827744619,"stable",0.794132029258744
"Phenylacetaldehyde","Com_113_neg","Phenylacetaldehyde","C8 H8 O",120.05751,5.75,119.05022,"Full match","No results","No results","Benzenoids","Benzene and substituted derivatives","Phenylacetaldehydes","Phenylacetaldehydes",8821860.31199999,11195452.04,8698747.468,8817134.581,9586029.181,7740072.021,9474714.70200001,8391563.75099999,23.064891046152,23.1804790609964,-0.115588014844437,0.443967610968187,0.321756265116283,"stable",0.750568094438117
"PC 16:1_16:1","Com_169_neg","PC 16:1_16:1","C40 H76 N O8 P",775.5381,10.045,774.53082,"No results","Invalid mass","No results",NA,NA,NA,NA,377062825.9,326728563.8,223021353.4,194387383.5,160335628.9,180436072.4,255691216.2,216477779.6,27.56745255299,28.1687845454833,-0.601331992493275,0.096610668532989,0.169881057506397,"stable",1.45875041366284
"Cytidine-5'-monophosphate","Com_187_neg","Cytidine-5'-monophosphate","C9 H14 N3 O8 P",323.05177,1.463,322.04449,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",132075974.8,153207495.5,158472692.3,134794114.2,132253214.5,132578321.2,117879074.8,108306250,26.8940906233801,27.1357878252653,-0.241697201885223,0.0717123173048684,0.155113653543755,"stable",1.38363624149817
"Traumatic acid","Com_192_neg","Traumatic acid","C12 H20 O4",228.13615,6.505,227.12887,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",147887785.9,137939950.7,126217993.5,116955730.8,118490266.7,124855427,158801875.5,127791687.1,26.9378270758659,27.0302450440972,-0.0924179682312918,0.407597976082539,0.308145571107338,"stable",0.608481990667953
"PC 14:0_16:0","Com_201_neg","PC 14:0_16:0","C38 H76 N O8 P",751.53773,11.145,750.53046,"No results","Invalid mass","No results",NA,NA,NA,NA,309000466.7,292603486.4,156994391.3,99901702.8399999,80762331.47,86048221.7799999,126453450.1,105465681.9,26.5532113491564,27.8511810909693,-1.2979697418129,0.0402642860647424,0.126574106799749,"down",1.75735918067665
"Guggulsterone","Com_209_neg","Guggulsterone","C21 H28 O2",312.20885,8.425,311.20157,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",19237042.15,17032070.72,18566090.64,17787660.1,17493884.26,17475653.12,20498008.04,18580226.78,24.1279617840612,24.1217669649703,0.00619481909091135,0.93103121865776,0.485900676566061,"stable",0.0723016308365375
"16-Hydroxyhexadecanoic acid","Com_223_neg","16-Hydroxyhexadecanoic acid","C16 H32 O3",272.23517,8.025,271.22789,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",125370208.8,120380351.2,122623533.9,125221863.7,117398989.5,110886757.9,107204861.5,109534851.9,26.76277553296,26.8714348876306,-0.108659354670547,0.0545211372030463,0.140219998048134,"stable",1.23616219298455
