"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_2w_1","MV4_11_2w_2","MV4_11_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Asparagine","Com_171_neg","Asparagine","C4 H8 N2 O3",132.05346,1.325,131.04618,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Asparagine and derivatives",84081972.71,76070349.8700001,54199774.37,51972776.82,65266216.23,58391337.8099999,25.7967789673697,26.065969198891,-0.269190231521296,0.366731788377992,0.487450098383204,"stable",0.968273317997594
"N-Acetyl-DL-glutamic acid","Com_76_neg","N-Acetyl-DL-glutamic acid","C7 H11 N O5",189.06364,2.288,188.05636,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",682513103.800001,683595403.799999,511868144.400001,724424136.8,615513659.2,643541442.399999,29.2969776076415,29.2086819812733,0.0882956263681756,0.590350541184574,0.542435304611442,"stable",0.496605902025374
"L-Glutathione oxidized","Com_8_neg","L-Glutathione oxidized","C20 H32 N6 O12 S2",612.15211,2.277,611.14484,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",8434778250.00001,9593059665.99998,4350007716,11487553912,7578521626.00002,8549627904.00002,33.0772787882909,32.7171392309078,0.360139557383057,0.445298615429886,0.504012395714879,"stable",0.752699311083132
"D-(-)-Glutamine","Com_402_neg","D-(-)-Glutamine","C5 H10 N2 O3",146.06916,1.333,145.06189,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","D-alpha-amino acids",55040799.74,37855567.08,43437545.96,38107716.09,82898660.9599999,52052302.72,25.7072946414941,25.4201465014639,0.287148140030176,0.610235825125855,0.548318577225401,"stable",0.670315322668829
"Indole-3-lactic acid","Com_624_neg","Indole-3-lactic acid","C11 H11 N O3",205.07396,5.673,204.06668,"Full match","Full match","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives",28869756.97,30777941.42,17496845.97,38979214.12,26097759.79,33140796.51,24.9452430819535,24.5730135256917,0.372229556261839,0.383439796508989,0.491438400703384,"stable",0.941113828194797
"(R)-3-Hydroxy myristic acid","Com_1360_neg","(R)-3-Hydroxy myristic acid","C14 H28 O3",244.20367,8.445,243.1964,"Full match","Full match","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",11684986.72,11639734.18,12002031.34,18102088.19,10291762.77,12170770.55,23.647185580479,23.4891609335617,0.158024646917326,0.582954242132776,0.540323221046967,"stable",0.564337924832753
"N-Acetyl-L-glutamine","Com_2714_neg","N-Acetyl-L-glutamine","C7 H12 N2 O4",188.07954,1.746,187.07223,"Full match","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamine and derivatives",22423197.71,22150179.52,14640838.83,15617054.2,18529950.48,15196248.05,23.9657288442686,24.2075995430427,-0.2418706987741,0.283136320659571,0.462042669314604,"stable",0.872492400898615
"UDP-N-acetylglucosamine","Com_44_neg","UDP-N-acetylglucosamine","C17 H27 N3 O17 P2",607.08231,1.762,606.07504,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",7677584718.99999,7069374786,4975610817.00001,5999871471.00001,6325840620.99999,5187124123.00001,32.4377274192815,32.5897224542654,-0.151995034983855,0.33313480113585,0.478462986121259,"stable",0.618408594707165
"Cyclic ADP-ribose","Com_1741_neg","Cyclic ADP-ribose","C15 H21 N5 O13 P2",541.06154,2.528,540.05427,"Full match","Full match","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Pentose phosphates",243272202.2,251318806.5,141403141.4,234376416,221063625.3,182534600.3,27.6559111004619,27.6127261869576,0.0431849135042803,0.820073530947448,0.612963105704758,"stable",0.134847437961763
"N-Acetylneuraminic acid","Com_464_neg","N-Acetylneuraminic acid","C11 H19 N O9",309.10596,1.435,308.09868,"Full match","Full match","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","N-acylneuraminic acids",128773306.3,147969876.9,117987452.3,180543368.4,165206849.5,137861722.3,27.255371717613,26.9650149301736,0.290356787439432,0.101625376627647,0.363326481809337,"stable",1.26932526917719
"Biotin","Com_1116_neg","Biotin","C10 H16 N2 O3 S",244.08816,5.429,243.08089,"Full match","Full match","Full match","Organoheterocyclic compounds","Biotin and derivatives","Not available","Biotin and derivatives",3483929.838,3417401.116,2685730.206,2614005.656,2054015.368,1803205.058,21.0233261379822,21.5978784194037,-0.574552281421525,0.0248888556716269,0.325676082188733,"down",1.49679642189481
"N-Acetyl-L-methionine","Com_391_neg","N-Acetyl-L-methionine","C7 H13 N O3 S",191.06173,5.316,190.05445,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Methionine and derivatives",45160791.79,46041983.6699999,45904971.81,39904664.88,20874252.59,23909312.18,24.6921148568568,25.4457203935107,-0.753605536653943,0.123929644383184,0.368156438129748,"stable",1.45031306568477
"Flavin adenine dinucleotide (FAD)","Com_505_neg","Flavin adenine dinucleotide (FAD)","C27 H33 N9 O15 P2",785.15894,5.202,784.15166,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Flavin nucleotides","Not available","Flavin nucleotides",122966399,125841594.5,88822812.6999999,125251611.4,127055453.3,123571159.1,26.9006346014192,26.7283831477587,0.172251453660515,0.374900253381795,0.489436249736054,"stable",0.85060215498033
"Thymidine","Com_740_neg","Thymidine","C10 H14 N2 O5",242.09038,4.869,241.08307,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine deoxyribonucleotides","Pyrimidine 2'-deoxyribonucleoside monophosphates",30761557.69,27199118.84,24466072.51,9585313.83,12105048.45,7970828.663,23.2159326804975,24.7053203310434,-1.48938765054594,0.0115946094028502,0.281908729038415,"down",1.75639403357017
"Uridine","Com_825_neg","Uridine","C9 H12 N2 O6",244.06935,2.238,243.06201,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",24077656.58,36921022.7,22615076.52,62713584.47,27250670.24,39887051.72,25.2838267256643,24.6966374569052,0.587189268759104,0.388867119007399,0.49267328197493,"stable",1.05413759890404
"Adenosine 5'-monophosphate","Com_29_neg","Adenosine 5'-monophosphate","C10 H14 N5 O7 P",347.06309,1.578,346.05581,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",533821787.2,732100138.300001,865935032.1,3594153270,1604445655,3063077904,31.2782558262594,29.3763107505341,1.90194507572528,0.0557943201613402,0.352470255196335,"stable",1.6691570758455
"Flavin mononucleotide (FMN)","Com_1879_neg","Flavin mononucleotide (FMN)","C17 H21 N4 O9 P",456.10508,5.281,455.09788,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Flavin nucleotides","Not available","Flavin nucleotides",11182545.92,13589366.02,8129908.71999999,9522486.12799999,9838135.968,8818303.335,23.1616433623977,23.3551759622604,-0.193532599862678,0.371739299777392,0.48867611419607,"stable",0.729066941928401
"Glycoursodeoxycholic acid","Com_996_neg","Glycoursodeoxycholic acid","C26 H43 N O5",449.31458,7.468,448.3073,"Full match","Full match","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Glycinated bile acids and derivatives",23666479.29,28258643.25,17828366.01,19660878.51,18035332.36,16272903.52,24.0963718263037,24.4454005931491,-0.349028766845429,0.152351395149476,0.390279935624118,"stable",1.16527818258114
"LPE O-16:1","Com_23_neg","LPE O-16:1","C21 H44 N O6 P",437.29066,9.811,436.28339,"No results","Full match","No results",NA,NA,NA,NA,129534775.3,197518170,258690651.4,576531201.4,293378877.4,324214390.1,28.5011286981399,27.4842756770935,1.01685302104647,0.217948360711287,0.432465179571123,"stable",1.40129169644489
"Vanillyl alcohol","Com_35_neg","Vanillyl alcohol","C8 H10 O3",154.06304,5.614,153.05582,"Full match","No results","No results","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols",5312815.832,4950143.92,5256190.401,6091103.41799999,6458451.51999999,5884910.085,22.5498726618397,22.30189013947,0.247982522369714,0.0686990548941901,0.356912310833911,"stable",1.68405432113828
"Gluconic acid","Com_66_neg","Gluconic acid","C6 H12 O7",150.0528,1.355,195.051,"Invalid mass","Invalid mass","No match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives",2125214070,2028926197,1492887646,2302052088,2148975894,2117837219,31.0270733480489,30.7928295705869,0.234243777461991,0.225869187825727,0.436723392965108,"stable",1.0560688893138
"Neopterin","Com_70_neg","Neopterin","C9 H11 N5 O4",253.08072,6.323,252.07345,"Full match","No results","Full match","Organoheterocyclic compounds","Pteridines and derivatives","Pterins and derivatives","Biopterins and derivatives",29024906.97,16165452.41,130067827.1,19509086.22,23883447.66,29467459.52,24.5132566648807,25.2306291875996,-0.717372522718964,0.456890980392722,0.506048741691223,"stable",0.665275893803949
"Methylmalonate","Com_95_neg","Methylmalonate","C4 H6 O4",118.02639,1.418,152.99578,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Dicarboxylic acids and derivatives","Dicarboxylic acids and derivatives",1326822446,1297442938,874823005.8,1319131974,1410737773,1187617590,30.2787225606734,30.0942560136257,0.184466547047727,0.301358768869193,0.468520776503687,"stable",0.736626443823633
"Mestranol","Com_98_neg","Mestranol","C21 H26 O2",310.18142,8.554,309.17415,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrane steroids",67736438.33,38255290.34,199554433.3,35075707.86,44153692.38,33184661.46,25.1480042857452,26.2582639400583,-1.110259654313,0.304410974616783,0.469546397535866,"stable",1.11971416606981
"LPC 16:0","Com_105_neg","LPC 16:0","C24 H50 N O7 P",541.33845,9.531,540.33117,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",52925228.79,80125233.6900001,107559049.3,124633027,69541716.9400001,76873177,26.3801544972868,26.197919752139,0.182234745147738,0.764960305404836,0.596334373514949,"stable",0.409165143266967
"Phenylacetaldehyde","Com_113_neg","Phenylacetaldehyde","C8 H8 O",120.05751,5.75,119.05022,"Full match","No results","No results","Benzenoids","Benzene and substituted derivatives","Phenylacetaldehydes","Phenylacetaldehydes",14929760.54,14865254.6,10925314.32,17513346.18,14157646.92,15682914.8,23.9065733244191,23.679433326003,0.227139998416078,0.315099701614471,0.473014408436349,"stable",0.995725632964296
"PC 16:1_16:1","Com_169_neg","PC 16:1_16:1","C40 H76 N O8 P",775.5381,10.045,774.53082,"No results","Invalid mass","No results",NA,NA,NA,NA,532576493.4,365945319.2,294759308.4,269430657.1,542703797.7,809377909.1,28.8710555905142,28.5234761654083,0.347579425105955,0.674143833290571,0.565582843951018,"stable",0.569795826824526
"Cytidine-5'-monophosphate","Com_187_neg","Cytidine-5'-monophosphate","C9 H14 N3 O8 P",323.05177,1.463,322.04449,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",138288512.8,122932075,101069236.1,234805916.6,163719553.8,197120645.9,27.5493495224576,26.8357203054679,0.713629216989631,0.0472308467547497,0.348286321566493,"up",1.58596287903876
"Traumatic acid","Com_192_neg","Traumatic acid","C12 H20 O4",228.13615,6.505,227.12887,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",128664366.7,104537245.9,95094791.07,97250617.32,112419313.1,132418887,26.7533508015871,26.6937807047767,0.0595700968104538,0.837317249366677,0.617888069705209,"stable",0.293538452048259
"PC 14:0_16:0","Com_201_neg","PC 14:0_16:0","C38 H76 N O8 P",751.53773,11.145,750.53046,"No results","Invalid mass","No results",NA,NA,NA,NA,237133775.7,195210385.1,108010967.1,203705450.7,402747351.1,363098036,28.2076643627508,27.3493943515154,0.858270011235355,0.274577016388625,0.458772516406581,"stable",1.24262833247652
"Guggulsterone","Com_209_neg","Guggulsterone","C21 H28 O2",312.20885,8.425,311.20157,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",15463837.53,16452706.79,14019433.28,15150096.66,15818220.59,15223034.74,23.8758867669687,23.8650471212728,0.0108396456958957,0.860884186206224,0.624419760896367,"stable",0.140246946181875
"16-Hydroxyhexadecanoic acid","Com_223_neg","16-Hydroxyhexadecanoic acid","C16 H32 O3",272.23517,8.025,271.22789,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",156934731.8,154464898.2,129185467.3,145240802.9,140513770.9,151474440.7,27.1181689978747,27.1243872542114,-0.00621825633672302,0.962808197469565,0.650274253628708,"stable",0.0592725839354716
"N-Isovalerylglycine","Com_230_neg","N-Isovalerylglycine","C7 H13 N O3",159.08957,5.641,158.08229,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",181484401.8,155976034.8,117859731.7,158612390.5,145516893.1,164474532.8,27.2169435379274,27.1548383673926,0.0621051705347533,0.796333740595676,0.605971350408618,"stable",0.293521320252974
"gamma-Nonanolactone","Com_241_neg","gamma-Nonanolactone","C9 H16 O2",156.11499,6.159,155.10758,"No results","No results","Full match","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","Gamma butyrolactones",1169272.041,852432.867199999,877285.457100001,992299.316599999,1122719.628,1251689.65,20.0914758551587,19.8670309051171,0.22444495004159,0.437041521258192,0.502506669106767,"stable",0.982118000984074
"(2S)-4-Oxo-2-phenyl-3,4-dihydro-2H-chromen-7-yl beta-D-glucopyranoside","Com_252_neg","(2S)-4-Oxo-2-phenyl-3,4-dihydro-2H-chromen-7-yl beta-D-glucopyranoside","C21 H22 O8",448.14209,7.05,447.13481,"Invalid mass","No results","No results",NA,NA,NA,NA,199535312.5,135462857.3,316411011.7,3429746.577,2076501.673,1133844.014,20.9360616335185,27.6075385021196,-6.67147686860105,0.01170023233072,0.282045000079337,"down",1.79089899634728
"Prostaglandin F3α","Com_255_neg","Prostaglandin F3α","C20 H32 O5",398.23376,8.892,397.22649,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",33065536.48,19342689.38,99654211.0700001,19633001.05,24034225.33,18285205.59,24.2898459533426,25.2515124902816,-0.961666536938957,0.353984175287904,0.484202490888583,"stable",1.02313955242645
"Citraconic acid","Com_286_neg","Citraconic acid","C5 H6 O4",130.02657,2.015,129.01931,"No results","Full match","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Methyl-branched fatty acids",129109475.6,124192704.1,81838690.37,133541036.4,138729234.2,125502804.5,26.9811829530332,26.7061015167409,0.275081436292343,0.254440515661984,0.450426773025335,"stable",0.980607357064468
"LysoPE 18:0","Com_297_neg","LysoPE 18:0","C23 H48 N O7 P",481.31698,9.53,480.30971,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",17169615.35,26090631.68,35036780.87,41200337.01,23460935.03,24898396.71,24.7831531630655,24.5775832712033,0.205569891862272,0.738997596911427,0.587995587917155,"stable",0.458488365336556
