"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"L-Glutathione oxidized","Com_8_neg","L-Glutathione oxidized","C20 H32 N6 O12 S2",612.15211,2.277,611.14484,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",13027816679,14348651583,14387339709,12452221102,11967891574,33.5070670031916,33.695051063897,-0.187984060705404,0.0432963118558512,0.225778369195021,"stable",1.3328497434726
"D-(-)-Glutamine","Com_402_neg","D-(-)-Glutamine","C5 H10 N2 O3",146.06916,1.333,145.06189,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","D-alpha-amino acids",15683435.1,18053883.54,15674461.07,17474274.14,16310335.84,24.0090061729132,23.9701522075233,0.0388539653898867,0.675562523200476,0.47218700051281,"stable",0.355922246743966
"Indole-3-lactic acid","Com_624_neg","Indole-3-lactic acid","C11 H11 N O3",205.07396,5.673,204.06668,"Full match","Full match","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives",12128375.06,13825966.53,17634066.74,14252005.7,19413269.61,23.9876007066172,23.7748739431353,0.212726763481889,0.517689345156851,0.406721000742365,"stable",0.655273061434786
"(R)-3-Hydroxy myristic acid","Com_1360_neg","(R)-3-Hydroxy myristic acid","C14 H28 O3",244.20367,8.445,243.1964,"Full match","Full match","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",16375087.95,16109641.66,20174953.97,20768197.62,21012403.04,24.3163052535986,24.0574941444185,0.258811109180108,0.130715200756441,0.278389973741882,"stable",1.14993749540015
"N-Acetyl-L-glutamine","Com_2714_neg","N-Acetyl-L-glutamine","C7 H12 N2 O4",188.07954,1.746,187.07223,"Full match","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamine and derivatives",10642457.67,11817036.79,13828490.24,17264460.74,19395453,24.125258536095,23.519611104694,0.605647431400996,0.0222648079295089,0.20937858429933,"up",1.41717948536024
"UDP-N-acetylglucosamine","Com_44_neg","UDP-N-acetylglucosamine","C17 H27 N3 O17 P2",607.08231,1.762,606.07504,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",5910081322.00001,6277383616.00001,6725703684,8176156542,8233610854,32.9338268953041,32.5516950462583,0.382131849045756,0.0185878446212746,0.205067593111686,"up",1.47814298328757
"Cyclic ADP-ribose","Com_1741_neg","Cyclic ADP-ribose","C15 H21 N5 O13 P2",541.06154,2.528,540.05427,"Full match","Full match","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Pentose phosphates",330305343,349598491.6,371948197.9,453821068,359339322.2,28.58915996036,28.3836250839871,0.205534876372944,0.426527637847541,0.372351887989711,"stable",0.998847214262807
"N-Acetylneuraminic acid","Com_464_neg","N-Acetylneuraminic acid","C11 H19 N O9",309.10596,1.435,308.09868,"Full match","Full match","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","N-acylneuraminic acids",72969465.41,88093127.1600001,87847670.1199999,79632501.7400001,74952177.02,26.2031605465364,26.3006054560983,-0.0974449095619612,0.40745411217817,0.365763150779966,"stable",0.655479649304727
"Biotin","Com_1116_neg","Biotin","C10 H16 N2 O3 S",244.08816,5.429,243.08089,"Full match","Full match","Full match","Organoheterocyclic compounds","Biotin and derivatives","Not available","Biotin and derivatives",12701092.34,12160245.42,13914562.12,10718046.44,11618779.24,23.4117468982399,23.6214034755626,-0.209656577322718,0.0941059888491819,0.26059552823992,"stable",1.26488470533447
"N-Acetyl-L-methionine","Com_391_neg","N-Acetyl-L-methionine","C7 H13 N O3 S",191.06173,5.316,190.05445,"Full match","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Methionine and derivatives",6198753.38700001,5576484.584,7674036.853,7152205.613,10102732.42,23.019099493791,22.615341814441,0.403757679349965,0.317679165964017,0.330670107063714,"stable",1.04565713932392
"Flavin adenine dinucleotide (FAD)","Com_505_neg","Flavin adenine dinucleotide (FAD)","C27 H33 N9 O15 P2",785.15894,5.202,784.15166,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Flavin nucleotides","Not available","Flavin nucleotides",128161181,124656901.3,135788173.9,123641956.5,124308632.1,26.885472194323,26.9478514060344,-0.0623792117114945,0.227275791018297,0.311502816905229,"stable",0.942626638255317
"Thymidine","Com_740_neg","Thymidine","C10 H14 N2 O5",242.09038,4.869,241.08307,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine deoxyribonucleotides","Pyrimidine 2'-deoxyribonucleoside monophosphates",2848264.691,3485413.345,4799632.973,3418588.166,2970428.323,21.6036043741335,21.7896809260021,-0.186076551868531,0.502723775699196,0.399662440376298,"stable",0.533829416580497
"Uridine","Com_825_neg","Uridine","C9 H12 N2 O6",244.06935,2.238,243.06201,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",26242121.42,21746288.69,26179430.1,21495802.19,23106653.5,24.4096783052945,24.5538590808399,-0.144180775545419,0.261623599204737,0.319033748808463,"stable",0.872327576491501
"Adenosine 5'-monophosphate","Com_29_neg","Adenosine 5'-monophosphate","C10 H14 N5 O7 P",347.06309,1.578,346.05581,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",1556197292,1391728146,1764001055,1970532371,2029149031,30.8970829927016,30.5419374630167,0.355145529684929,0.0637595525671847,0.242169849372784,"stable",1.31349675087104
"Flavin mononucleotide (FMN)","Com_1879_neg","Flavin mononucleotide (FMN)","C17 H21 N4 O9 P",456.10508,5.281,455.09788,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Flavin nucleotides","Not available","Flavin nucleotides",13263177.12,14587752.72,19068412.01,14582636.3,15910360.43,23.8606057028376,23.8812862505586,-0.02068054772095,0.911515370091895,0.546910573004128,"stable",0.0889317934719084
"Glycoursodeoxycholic acid","Com_996_neg","Glycoursodeoxycholic acid","C26 H43 N O5",449.31458,7.468,448.3073,"Full match","Full match","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Glycinated bile acids and derivatives",16302282.49,15778123.91,15868911.34,13443813.79,10869776.17,23.5271290131657,23.9298975980441,-0.402768584878348,0.22891814392809,0.311905162093044,"stable",1.38754550297666
"LPE O-16:1","Com_23_neg","LPE O-16:1","C21 H44 N O6 P",437.29066,9.811,436.28339,"No results","Full match","No results",NA,NA,NA,NA,710871750.8,682388629.8,539991277.5,385013872.6,473495932.3,28.6695559895875,29.2531310980146,-0.583575108427119,0.0798376281262149,0.250475553296979,"stable",1.34250467733161
"Vanillyl alcohol","Com_35_neg","Vanillyl alcohol","C8 H10 O3",154.06304,5.614,153.05582,"Full match","No results","No results","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols",9377321.95,7080291.95400001,6567099.811,5684033.257,5684654.703,22.4385624270318,22.8543156354474,-0.415753208415598,0.117143539675668,0.272841550844498,"stable",1.18625705196298
"Gluconic acid","Com_66_neg","Gluconic acid","C6 H12 O7",150.0528,1.355,195.051,"Invalid mass","Invalid mass","No match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives",223140703.5,244671021.5,240468977.3,191791821.6,219609764.5,27.6126664613123,27.813640668448,-0.200974207135644,0.25429427069418,0.31756952547392,"stable",1.22556164170184
"Neopterin","Com_70_neg","Neopterin","C9 H11 N5 O4",253.08072,6.323,252.07345,"Full match","No results","Full match","Organoheterocyclic compounds","Pteridines and derivatives","Pterins and derivatives","Biopterins and derivatives",14252291.71,91686781.8300001,19606270.29,8139296.60399999,13830417.91,23.3389070533693,24.8132375958261,-1.47433054245678,0.214829930352171,0.308291510882661,"stable",0.944443276861689
"Methylmalonate","Com_95_neg","Methylmalonate","C4 H6 O4",118.02639,1.418,152.99578,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Dicarboxylic acids and derivatives","Dicarboxylic acids and derivatives",15132384.1,16512761.33,17913201.3,10641026.54,10030849.26,23.3005372097098,23.9742446248796,-0.673707415169723,0.00406671688617794,0.166592669500433,"down",1.50481122877878
"Mestranol","Com_98_neg","Mestranol","C21 H26 O2",310.18142,8.554,309.17415,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrane steroids",57041256.17,82089433.9200001,72424430.5199999,54968668.58,55379956.9000001,25.7174833974961,26.0553895733407,-0.337906175844552,0.159375596022995,0.289338924036184,"stable",1.08538197375773
"LPC 16:0","Com_105_neg","LPC 16:0","C24 H50 N O7 P",541.33845,9.531,540.33117,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",156235230.5,136650252.2,96231231.67,68075738.73,83333293.0100001,26.1665135261371,26.9216864372625,-0.755172911125428,0.0591591981735848,0.239311307481807,"stable",1.2903266998208
"Phenylacetaldehyde","Com_113_neg","Phenylacetaldehyde","C8 H8 O",120.05751,5.75,119.05022,"Full match","No results","No results","Benzenoids","Benzene and substituted derivatives","Phenylacetaldehydes","Phenylacetaldehydes",8821860.31199999,11195452.04,8698747.468,8817134.581,9586029.181,23.1321901754542,23.1804790609964,-0.0482888855421848,0.741523415624962,0.495448643114054,"stable",0.26776303647058
"PC 16:1_16:1","Com_169_neg","PC 16:1_16:1","C40 H76 N O8 P",775.5381,10.045,774.53082,"No results","Invalid mass","No results",NA,NA,NA,NA,377062825.9,326728563.8,223021353.4,194387383.5,160335628.9,27.3954395762501,28.1687845454833,-0.77334496923315,0.0629783642730012,0.24170930651253,"stable",1.27364131350293
"Cytidine-5'-monophosphate","Com_187_neg","Cytidine-5'-monophosphate","C9 H14 N3 O8 P",323.05177,1.463,322.04449,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",132075974.8,153207495.5,158472692.3,134794114.2,132253214.5,26.9924549045279,27.1357878252653,-0.143332920737446,0.215380381790332,0.30843991002631,"stable",0.961023157847003
"Traumatic acid","Com_192_neg","Traumatic acid","C12 H20 O4",228.13615,6.505,227.12887,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",147887785.9,137939950.7,126217993.5,116955730.8,118490266.7,26.8107903140569,27.0302450440972,-0.219454730040365,0.077326860555793,0.248877354582333,"stable",1.28402792196499
"PC 14:0_16:0","Com_201_neg","PC 14:0_16:0","C38 H76 N O8 P",751.53773,11.145,750.53046,"No results","Invalid mass","No results",NA,NA,NA,NA,309000466.7,292603486.4,156994391.3,99901702.8399999,80762331.47,26.4205925785065,27.8511810909693,-1.43058851246283,0.0308003799806557,0.215732055687332,"down",1.3814414273126
"Guggulsterone","Com_209_neg","Guggulsterone","C21 H28 O2",312.20885,8.425,311.20157,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",19237042.15,17032070.72,18566090.64,17787660.1,17493884.26,24.072360362226,24.1217669649703,-0.0494066027442344,0.445435797912014,0.378535188797554,"stable",0.60024525107657
"16-Hydroxyhexadecanoic acid","Com_223_neg","16-Hydroxyhexadecanoic acid","C16 H32 O3",272.23517,8.025,271.22789,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",125370208.8,120380351.2,122623533.9,125221863.7,117398989.5,26.8533779936167,26.8714348876306,-0.0180568940139167,0.766726707852282,0.503804365224534,"stable",0.381971611311503
"N-Isovalerylglycine","Com_230_neg","N-Isovalerylglycine","C7 H13 N O3",159.08957,5.641,158.08229,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",164051326.6,151976906,159212107.1,144286224.7,151115325.7,27.137716534822,27.2384078993173,-0.100691364495297,0.131748198983051,0.278773637674503,"stable",1.1921228781504
"gamma-Nonanolactone","Com_241_neg","gamma-Nonanolactone","C9 H16 O2",156.11499,6.159,155.10758,"No results","No results","Full match","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","Gamma butyrolactones",1133473.08,950992.2866,218032.7527,3403026.338,1288364.083,20.9977479014038,19.2351927189933,1.76255518241052,0.192253869234437,0.301623651459817,"stable",1.05020241975661
"(2S)-4-Oxo-2-phenyl-3,4-dihydro-2H-chromen-7-yl beta-D-glucopyranoside","Com_252_neg","(2S)-4-Oxo-2-phenyl-3,4-dihydro-2H-chromen-7-yl beta-D-glucopyranoside","C21 H22 O8",448.14209,7.05,447.13481,"Invalid mass","No results","No results",NA,NA,NA,NA,3078907.59,16184774.76,6367730.324,3126388.637,6515976.54700001,22.1058078393536,22.7014896321529,-0.595681792799226,0.54390230786826,0.41869252333196,"stable",0.514312822660309
"Prostaglandin F3α","Com_255_neg","Prostaglandin F3α","C20 H32 O5",398.23376,8.892,397.22649,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",32065480.32,50580115.0000001,42435323.52,34422197.96,30264161.26,24.9439714589606,25.2884490013732,-0.344477542412559,0.212167888172292,0.30756503667159,"stable",0.949347413107159
"Citraconic acid","Com_286_neg","Citraconic acid","C5 H6 O4",130.02657,2.015,129.01931,"No results","Full match","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Methyl-branched fatty acids",162397625.3,89115640.8100001,169841325.6,185904110.8,192167722,27.4938871102179,27.0079143062786,0.485972803939351,0.246130115927821,0.315853138954814,"stable",0.90885481684437
"LysoPE 18:0","Com_297_neg","LysoPE 18:0","C23 H48 N O7 P",481.31698,9.53,480.30971,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",50003600.57,42839056.3,32579947.72,22669119.29,26880152.18,24.5571314884015,25.2951443208173,-0.738012832415773,0.043269159596207,0.225748493272313,"down",1.33608775970431
"4-Toluenesulfonic acid","Com_308_neg","4-Toluenesulfonic acid","C7 H8 O3 S",172.01944,5.265,171.01216,"No results","Full match","No results","Benzenoids","Benzene and substituted derivatives","Benzenesulfonic acids and derivatives","p-Methylbenzenesulfonates",119744477.8,110280551.5,111742273.1,94448209.2600001,90684387.0100001,26.4636854786692,26.7625289544773,-0.298843475808123,0.00823771323273744,0.179535898041107,"down",1.48331907876353
"Tretinoin","Com_311_neg","Tretinoin","C20 H28 O2",300.20886,9.191,299.20158,"Full match","No results","Full match","Lipids and lipid-like molecules","Prenol lipids","Retinoids","Retinoids",107758288.5,112801465.4,110321156.1,98404979.4499999,97352579.6700001,26.5444719284112,26.7165228032962,-0.172050874885027,0.00619890332821157,0.172119836050799,"stable",1.50224427935372
"Uridine 5'-diphosphate (UDP)","Com_316_neg","Uridine 5'-diphosphate (UDP)","C9 H14 N2 O12 P2",404.00242,1.966,402.99515,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside diphosphates",1133537154,1125423499,1338514704,1149310550,1324655816,30.2005459685398,30.1546637403703,0.045882228169507,0.756594630720121,0.500478736198697,"stable",0.308996002248908
