"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"L-Kynurenine","Com_1677_pos","L-Kynurenine","C10 H12 N2 O3",208.08507,4.839,209.09235,"Full match","Full match","Full match","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Alkyl-phenylketones",24815190.93,24570629.77,30227705.9,36985004.94,38812841.72,88605967.17,37084396.86,58525715.89,25.539648939407,24.6548399582388,0.884808981168266,0.0206109309316378,0.086227064157379,"up",1.45650125284172
"Adenosine 3'5'-cyclic monophosphate","Com_2859_pos","Adenosine 3'5'-cyclic monophosphate","C10 H12 N5 O6 P",329.05283,3.735,330.06011,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Cyclic purine nucleotides","3',5'-cyclic purine nucleotides",8082064.922,11322327.18,15698872.83,26602103.28,28394148.08,23573109.27,22209748.33,28039395.64,24.6120815248019,23.4277057783997,1.18437574640222,0.0430590529032788,0.12461930763624,"up",1.81410650774057
"Riboflavin","Com_2948_pos","Riboflavin","C17 H20 N4 O6",376.139,5.398,377.14627,"Full match","Full match","Full match","Organoheterocyclic compounds","Pteridines and derivatives","Alloxazines and isoalloxazines","Flavins",4479320.351,6057947.279,6996758.69700001,5900016.254,4476763.847,7436281.857,5305186.263,6833020.392,22.4911052565909,22.4545004386692,0.0366048179216811,0.881414706672173,0.530900046445599,"stable",0.13418048467324
"Cytidine","Com_3805_pos","Cytidine","C9 H13 N3 O5",243.08581,1.658,244.0931,"Full match","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",8276876.889,7345741.614,7737141.966,5848686.23299999,5887707.47300001,5775718.791,3110969.776,5508881.574,22.2785571528831,22.8908337008674,-0.612276547984283,0.0241321073303907,0.0921995625006782,"down",1.43955703540389
"Indole-3-acrylic acid","Com_17_pos","Indole-3-acrylic acid","C11 H9 N O2",187.06351,5.263,188.07079,"Full match","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indoles","Indoles",961598261.9,970159638.600001,1113733663,1378933762,1513965405,2563761475,1598560932,2163642135,30.7394294690076,29.9157543635287,0.823675105478912,0.00585247907731467,0.0491742212613932,"up",1.64702080859099
"4-Methoxybenzaldehyde","Com_25_pos","4-Methoxybenzaldehyde","C8 H8 O2",136.05271,5.619,137.05999,"Full match","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoyl derivatives","Benzoyl derivatives",42826123.27,62662115.0099999,39462800.43,40346216.05,44163218.69,42786643.25,51431079.64,30869338.84,25.3017475077719,25.4956892944661,-0.193941786694154,0.468557220115814,0.390071212448471,"stable",0.677070177225505
"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one","Com_28_pos","5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one","C13 H22 O3",243.18373,6.484,226.18039,"Invalid mass","No results","No results",NA,NA,NA,NA,583923565.300001,747878640.8,553138059,428982176.5,592262910.6,389271797.7,579012398.5,494288522.3,28.8688009440594,29.2141658681163,-0.345364924056966,0.1128040073657,0.205652072030334,"stable",1.20803799936497
"Oleoyl ethylamide","Com_64_pos","Oleoyl ethylamide","C20 H39 N O",309.30342,10.724,310.31069,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",164337033.1,168086786.9,78283612.28,83245669.48,106446434,47286397.66,67031824.1699999,138160868.9,26.3022925700402,26.9463068191586,-0.644014249118406,0.223031258849494,0.281153680793247,"stable",1.01890862581577
"ethyl 4-amino-2-(methylsulfanyl)-1,3-thiazole-5-carboxylate","Com_68_pos","ethyl 4-amino-2-(methylsulfanyl)-1,3-thiazole-5-carboxylate","C7 H10 N2 O2 S2",218.01987,1.28,219.02715,"Invalid mass","No results","No results",NA,NA,NA,NA,1105113459,1163280691,1188673963,966104784.899999,1003996807,883865816.999999,690127363.5,751229511.100001,29.6633859972373,30.1012684550093,-0.437882457771956,0.0115424170287703,0.0639288189644403,"down",1.56904039665557
"Methyl palmitate","Com_75_pos","Methyl palmitate","C17 H34 O2",287.28276,7.2,288.29003,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid methyl esters",745580498.299999,84959965.2800001,651968234.2,613096558.599999,593826670.5,48966350.67,529474526,143292121.1,27.9913326276161,28.3647650525336,-0.373432424917507,0.779319033272417,0.500162541744302,"stable",0.247936537960634
"Acetylcholine","Com_78_pos","Acetylcholine","C7 H15 N O2",145.11051,1.456,146.11779,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Quaternary ammonium salts","Acyl cholines",853213586.8,800571155.400001,834667058.799999,743947932.1,713242144.3,621186218.1,612331160.4,609025351.6,29.2925115213349,29.6271372291885,-0.334625707853579,0.00348264217309122,0.0417558519400893,"down",1.70131420958957
"2-[3-methyl-2-(methylimino)-4-oxo-1,3-thiazolan-5-yl]acetic acid","Com_100_pos","2-[3-methyl-2-(methylimino)-4-oxo-1,3-thiazolan-5-yl]acetic acid","C7 H10 N2 O3 S",202.04144,4.947,203.04871,"Full match","No results","No results",NA,NA,NA,NA,414578263.6,429965155.9,423715392.5,599539175.7,524098375.3,441346261.9,677315907.2,151434280.9,28.6702494296432,28.6550780145235,0.0151714151196209,0.970691400526487,0.554838085496649,"stable",0.0239107495121716
"Υ-L-Glutamyl-L-glutamic acid","Com_106_pos","Υ-L-Glutamyl-L-glutamic acid","C10 H16 N2 O7",276.09612,1.608,277.1034,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",990366671.9,1054044798,1351344439,1490101184,1358326117,1659243971,2288157079,1215424052,30.5420352672871,30.0628082871051,0.479226980181924,0.0624395732855983,0.154618775261601,"stable",1.29110990582538
"p-Hydroxybenzaldehyde","Com_110_pos","p-Hydroxybenzaldehyde","C7 H6 O2",122.03727,2.665,123.04454,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Hydroxybenzaldehydes",126913486.1,100213730.8,173860510.1,230569448.3,202185981.5,464197945.4,218326422,405022457.3,28.0914473810894,26.9570433780686,1.13440400302076,0.0172456047860987,0.0793525172135116,"up",1.5570303675235
"1-(2-methoxy-4-nitrophenyl)pyrrolidine","Com_118_pos","1-(2-methoxy-4-nitrophenyl)pyrrolidine","C11 H14 N2 O3",222.10072,5.253,223.108,"Full match","No results","Full match",NA,NA,NA,NA,39643433.09,55972281.85,33413107.6,41672103.61,44676746.5,37035432.17,36544638.51,4136101.001,24.5941997268779,25.3242328760631,-0.73003314918525,0.341020852082882,0.341448001494251,"stable",0.634878802301108
"4-(trifluoromethyl)nicotinic acid","Com_130_pos","4-(trifluoromethyl)nicotinic acid","C7 H4 F3 N O2",191.01738,1.351,192.02465,"Invalid mass","No results","No results",NA,NA,NA,NA,862048208.8,747151142.600001,755502698.9,823489759.200001,892785416.300001,727616371.8,934180485.999999,927703547.5,29.6755462275085,29.5509599522287,0.124586275279814,0.240965105816026,0.289275425934556,"stable",0.889971604283223
"LPC 16:0-SN1","Com_142_pos","LPC 16:0-SN1","C24 H50 N O7 P",495.33313,9.52,496.34037,"No results","Full match","Full match",NA,NA,NA,NA,161345118.8,135892128.6,93132809.19,75617071.6600001,80003812.51,76255642.2499999,69858907.9200001,207726975.9,26.45963378135,26.9187491674688,-0.459115386118746,0.268551165120934,0.303892185602812,"stable",0.801087121352636
"UR-144 N-Heptyl analog","Com_152_pos","UR-144 N-Heptyl analog","C23 H33 N O",339.25281,5.501,340.26012,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","N-alkylindoles","N-alkylindoles",10261138.04,9417911.79299999,8378830.862,6405295.49199999,6724290.32899999,8087076.259,10603052.44,8962605.68200001,22.9344868355779,23.1519935704207,-0.217506734842736,0.219154472275221,0.279289898010541,"stable",0.850004713032011
"Thiazolidine-4-carboxylic acid","Com_162_pos","Thiazolidine-4-carboxylic acid","C4 H7 N O2 S",133.01994,1.482,134.02721,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",83129399.65,65930795.41,49550276.48,75637901.56,70337177.76,120036720.9,70780736.6599999,16394546.75,25.8245713622429,25.9485647930707,-0.12399343082776,0.824350333879843,0.514202494652012,"stable",0.151148699302726
"1-Palmitoylglycerol","Com_168_pos","1-Palmitoylglycerol","C19 H38 O4",330.27734,9.933,353.26658,"Full match","No results","Full match","Lipids and lipid-like molecules","Glycerolipids","Monoradylglycerols","1-monoacylglycerols",92634406.1500001,112819637.5,75174927.78,99376272.0799999,95651826.8200001,58792669.47,93977350.2,102348927.4,26.3963101437778,26.4594120026039,-0.0631018588261227,0.790692002402204,0.50378447206445,"stable",0.219305488897531
"Cuminaldehyde","Com_169_pos","Cuminaldehyde","C10 H12 O",148.08912,7.115,149.0964,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Aromatic monoterpenoids",12120536.13,19921576.72,10190227.92,9837237.86100001,11070552.33,11187903.74,10383095.21,14122776.24,23.4209471516077,23.6864872212566,-0.265540069648896,0.460359213208372,0.387444053251205,"stable",0.814305018399258
"Indole","Com_171_pos","Indole","C8 H7 N",117.05802,5.263,118.0653,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Indoles","Indoles",73906657.03,71838083.1600001,84700743.1699999,101004303.2,110440224.5,175346625.4,118426444.2,156246275.9,26.9465658030783,26.1911059316051,0.755459871473185,0.00524702945642266,0.0477361082444559,"up",1.65153459232838
"2-Amino-1,3,4-octadecanetriol","Com_186_pos","2-Amino-1,3,4-octadecanetriol","C18 H39 N O3",317.29331,6.909,318.30059,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","1,3-aminoalcohols",40034972.03,161462301.3,31504874.2,30097384,40747122.41,95385826.3699999,37505199.88,300256699.9,25.9905619337697,25.8101504314095,0.18041150236024,0.858384480356798,0.524301281510374,"stable",0.150176025074166
"Glycylproline","Com_191_pos","Glycylproline","C7 H12 N2 O3",172.08507,1.505,173.09235,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",174562025.1,226902898.3,111932094.5,93605643.77,107935471.2,66562104.18,73693432.5200001,6328844.809,25.5764854369421,27.2915709401095,-1.71508550316739,0.087472345353284,0.182561945894507,"stable",1.1220667529459
"1-[(3S)-3-(1,3-Benzoxazol-2-yl)-1-pyrrolidinyl]-3-methoxy-1-propanone","Com_240_pos","1-[(3S)-3-(1,3-Benzoxazol-2-yl)-1-pyrrolidinyl]-3-methoxy-1-propanone","C15 H18 N2 O3",274.13551,5.409,275.14279,"Invalid mass","No results","No results","Organoheterocyclic compounds","Benzoxazoles","Not available","Benzoxazoles",17283682.35,18820296.75,23276932.59,22332797.51,27341633.8,20460437.22,23846118.22,6201280.68899999,24.0949952528374,24.2270303147086,-0.132035061871196,0.760528763031386,0.494061178077187,"stable",0.203342968952244
"Penicillin G","Com_265_pos","Penicillin G","C16 H18 N2 O4 S",334.09918,5.326,335.10645,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",68011329.2099999,63515401.25,71805658.96,78712401.4,79928869.58,93576073.0699999,55079502.03,78917058.8,26.1821566707107,26.0124896956384,0.169666975072317,0.265395532737475,0.302033418531795,"stable",0.746530731322931
"4-Morpholinepropanesulfonic acid","Com_283_pos","4-Morpholinepropanesulfonic acid","C7 H15 N O4 S",209.0724,1.435,210.07965,"Full match","No results","No results",NA,NA,NA,NA,1014106.156,11302706.76,1350287.94,9692558.262,1033950.019,8878704.17699999,2720579.283,4442049.532,21.9456750565635,21.2489259592921,0.696749097271411,0.613302609584729,0.440554520790108,"stable",0.488299808727299
"Octadecanamine","Com_305_pos","Octadecanamine","C18 H39 N",269.30852,8.894,270.31579,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","Monoalkylamines",8824254.15500001,123069271.7,5393456.222,7160834.513,5434501.04899999,83019568.71,7761457.06199999,105877810.2,24.1996163315624,24.1035723019296,0.0960440296327967,0.957421144412908,0.551435655990127,"stable",0.0484678860605123
"Spermidine","Com_308_pos","Spermidine","C7 H19 N3",145.15816,1.185,146.16544,"Full match","No results","Full match","Organic nitrogen compounds","Organonitrogen compounds","Amines","Dialkylamines",214863714.8,211836305.1,316867147.3,266346703.2,361186114.5,360797223.5,270919228.4,418932907.9,28.2997883785885,27.8588413659287,0.440947012659716,0.130150070212196,0.221517490310699,"stable",1.26373718825525
"Picrotin","Com_312_pos","Picrotin","C15 H18 O7",327.12963,6.839,328.1369,"Invalid mass","No results","No results","Organoheterocyclic compounds","Furopyrans","Not available","Furopyrans",90513947.09,85267471.62,198592892.8,111117903.8,158285320.7,274750108.3,166836747,53069101,26.9948487406669,26.7807892231241,0.21405951754279,0.715026341545272,0.478650251061325,"stable",0.289032673038581
"N-[2-chloro-6-(trifluoromethoxy)phenyl]-2,2-dimethylpropanamide","Com_318_pos","N-[2-chloro-6-(trifluoromethoxy)phenyl]-2,2-dimethylpropanamide","C12 H13 Cl F3 N O2",295.05933,1.299,296.06661,"Full match","No results","No results",NA,NA,NA,NA,46300539.26,42606206.08,48066778.92,20215018.06,21517674.66,45287117.82,32060985.46,54646857.4,24.9396982043186,25.4425409026423,-0.502842698323661,0.152136732713813,0.239118714860904,"stable",0.948108323188352
"Acipimox","Com_320_pos","Acipimox","C6 H6 N2 O3",154.03583,1.324,155.04303,"Invalid mass","No results","No results",NA,NA,NA,NA,126687003.9,128636494.4,125984676.5,120096348.5,114528218.2,333529965.8,151889604.5,231860243.4,27.3782228338145,26.921363692307,0.456859141507515,0.196500767514505,0.267527683927611,"stable",0.85543322948395
"2,4-Dimethylbenzaldehyde","Com_334_pos","2,4-Dimethylbenzaldehyde","C9 H10 O",134.07338,5.892,135.08065,"Full match","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzoyl derivatives","Benzoyl derivatives",28710124.16,49496078.6400001,68021592.2600001,48335625.61,66548235.15,35268035.3,49209214.39,128386925.5,25.814937344219,25.451785523597,0.363151820621979,0.485864680858871,0.395434843668262,"stable",0.570517220171857
"N,N-Diethylethanolamine","Com_352_pos","N,N-Diethylethanolamine","C6 H15 N O",117.1155,2.631,118.12278,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","1,2-aminoalcohols",6655906.52,6550705.353,8034892.195,13919078.94,8714348.10799999,6032612.516,505475175.8,20193962.29,24.4980717783755,22.7490899350462,1.74898184332937,0.200902660807803,0.269937377392188,"stable",0.846820191827688
"Epinephrine","Com_353_pos","Epinephrine","C9 H13 N O3",183.08985,5.077,184.09712,"Full match","No results","Full match","Benzenoids","Phenols","Benzenediols","Catechols",79097609.0699999,84232518.0899999,97672081.1800001,73169457.2299999,80197065.3400001,89051925.23,89399485.8199999,88487902.71,26.3205335788835,26.3688158706498,-0.0482822917663128,0.676591460357041,0.464882241587588,"stable",0.384256927733721
"Phosphocholine","Com_363_pos","Phosphocholine","C5 H14 N O4 P",183.06628,2.354,184.07356,"No results","Full match","No results","Organic nitrogen compounds","Organonitrogen compounds","Quaternary ammonium salts","Phosphocholines",568133131.6,324155067.8,569488413.1,511591462.8,576484004.6,532556292.5,508474133.9,623082285.9,29.0315855362732,28.8129513109205,0.21863422535268,0.505733894658804,0.401304009896057,"stable",0.777586937709987
"Uridine 5'-monophosphate","Com_364_pos","Uridine 5'-monophosphate","C9 H13 N2 O9 P",324.03619,1.496,347.02543,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",96606731.23,87555809.79,85552602.75,83782459.2600001,92038835.5599999,55699708.0299999,68114962.09,57448263.2,26.0608558123083,26.4198761219261,-0.359020309617723,0.0667402903591789,0.160137952034335,"stable",1.19618782125379
