"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_2w_1","MV4_11_2w_2","MV4_11_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Indole-3-acrylic acid","Com_17_pos","Indole-3-acrylic acid","C11 H9 N O2",187.06351,5.263,188.07079,"Full match","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indoles","Indoles",2897769532,2898730148,2684792284,3450453722,3053421532,3235198011,31.5943751438457,31.3957443096429,0.198630834202792,0.085195295039482,0.318297730302584,"stable",1.45531786021966
"4-Methoxybenzaldehyde","Com_25_pos","4-Methoxybenzaldehyde","C8 H8 O2",136.05271,5.619,137.05999,"Full match","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoyl derivatives","Benzoyl derivatives",34049862.77,27435418.54,574174965.8,34080968.49,51775372.97,32726068.62,25.2040542231252,26.2758656954213,-1.0718114722961,0.561471189337704,0.601971198868361,"stable",0.604655942578408
"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one","Com_28_pos","5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one","C13 H22 O3",243.18373,6.484,226.18039,"Invalid mass","No results","No results",NA,NA,NA,NA,817934875.4,1717211514,1102660048,771964181.9,1125715440,2369896834,30.244776940415,30.1077240905715,0.137052849843553,0.8121314327461,0.686280456957608,"stable",0.206267513480035
"Oleoyl ethylamide","Com_64_pos","Oleoyl ethylamide","C20 H39 N O",309.30342,10.724,310.31069,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",76534731.3499999,65717054.4799999,134607997,102347202.6,115950448,109852316.1,26.7029398764957,26.3878548725142,0.31508500398153,0.434941501135246,0.539960469830257,"stable",0.762710964072988
"ethyl 4-amino-2-(methylsulfanyl)-1,3-thiazole-5-carboxylate","Com_68_pos","ethyl 4-amino-2-(methylsulfanyl)-1,3-thiazole-5-carboxylate","C7 H10 N2 O2 S2",218.01987,1.28,219.02715,"Invalid mass","No results","No results",NA,NA,NA,NA,1077250142,1059791918,935131868.500001,1060482659,990575111.800001,912031922.3,29.8767580324995,29.9288115361809,-0.052053503681428,0.152207788251981,0.364278707763279,"stable",0.478061303418819
"Methyl palmitate","Com_75_pos","Methyl palmitate","C17 H34 O2",287.28276,7.2,288.29003,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid methyl esters",304616425.3,60165121.83,343054096.9,320455077.8,56809853.4999999,438064657.2,27.5739177729872,27.4595678007829,0.11434997220433,0.464123282364731,0.55558800769351,"stable",0.0804108371470186
"Acetylcholine","Com_78_pos","Acetylcholine","C7 H15 N O2",145.11051,1.456,146.11779,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Quaternary ammonium salts","Acyl cholines",355196357.9,348333620.3,310720375.1,551559023,462700749.5,484832701.7,28.8924520009465,28.3303258794978,0.562126121448742,0.0179229138538246,0.201529120077447,"up",1.6282844289836
"2-[3-methyl-2-(methylimino)-4-oxo-1,3-thiazolan-5-yl]acetic acid","Com_100_pos","2-[3-methyl-2-(methylimino)-4-oxo-1,3-thiazolan-5-yl]acetic acid","C7 H10 N2 O3 S",202.04144,4.947,203.04871,"Full match","No results","No results",NA,NA,NA,NA,116267375.5,168945630.8,118961598.4,128900020,147979634.4,70778069.7,26.7197665752698,26.9835918633044,-0.263825288034528,0.419600309957473,0.533696694053474,"stable",0.577954697988382
"Υ-L-Glutamyl-L-glutamic acid","Com_106_pos","Υ-L-Glutamyl-L-glutamic acid","C10 H16 N2 O7",276.09612,1.608,277.1034,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",1212904170,1105422402,983683218.199999,821164319.1,1121219102,773995798.500001,29.7344224257278,30.0304625271911,-0.29604010146334,0.224075848267998,0.423530653551576,"stable",1.0671641636941
"p-Hydroxybenzaldehyde","Com_110_pos","p-Hydroxybenzaldehyde","C7 H6 O2",122.03727,2.665,123.04454,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Hydroxybenzaldehydes",672191156.600001,549823789.400001,541892521.9,703048164.2,654961774.4,674726490.600001,29.3352037731907,29.1240406359055,0.211163137285244,0.107573722374214,0.336313156643551,"stable",1.22341459739405
"1-(2-methoxy-4-nitrophenyl)pyrrolidine","Com_118_pos","1-(2-methoxy-4-nitrophenyl)pyrrolidine","C11 H14 N2 O3",222.10072,5.253,223.108,"Full match","No results","Full match",NA,NA,NA,NA,13128978.65,40996078.16,181951485.4,187699586.5,99744437.64,39146144.9,26.4259833959635,25.4580708357918,0.967912560171662,0.636629292529518,0.631652426590601,"stable",0.609202615765038
"4-(trifluoromethyl)nicotinic acid","Com_130_pos","4-(trifluoromethyl)nicotinic acid","C7 H4 F3 N O2",191.01738,1.351,192.02465,"Invalid mass","No results","No results",NA,NA,NA,NA,399879780.3,420734577.2,365985688.5,546341600.399999,559433505.5,589754550,29.07338628751,28.5568460778593,0.51654020965065,0.0269966672904912,0.230617197076823,"up",1.66661740740447
"LPC 16:0-SN1","Com_142_pos","LPC 16:0-SN1","C24 H50 N O7 P",495.33313,9.52,496.34037,"No results","Full match","Full match",NA,NA,NA,NA,51173889.36,76973411.87,146594448.9,130696825.3,82656629.9399999,97498982.5500001,26.6003866308457,26.3113388814818,0.289047749363839,0.661436911495275,0.640501021129392,"stable",0.494246178354131
"UR-144 N-Heptyl analog","Com_152_pos","UR-144 N-Heptyl analog","C23 H33 N O",339.25281,5.501,340.26012,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","N-alkylindoles","N-alkylindoles",7245324.826,5885749.999,125763173.8,7192536.075,7299568.48699999,8916010.73899999,22.8884719320074,24.0611826880899,-1.17271075608241,0.469771788623823,0.558572787001138,"stable",0.653887619915776
"Thiazolidine-4-carboxylic acid","Com_162_pos","Thiazolidine-4-carboxylic acid","C4 H7 N O2 S",133.01994,1.482,134.02721,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",89652784.8400001,70463368.84,80380909.82,104561652.8,52452850.31,48296904.64,25.9365746131645,26.2495215829148,-0.312946969750307,0.382574736505652,0.518237678565203,"stable",0.674970216678504
"1-Palmitoylglycerol","Com_168_pos","1-Palmitoylglycerol","C19 H38 O4",330.27734,9.933,353.26658,"Full match","No results","Full match","Lipids and lipid-like molecules","Glycerolipids","Monoradylglycerols","1-monoacylglycerols",111804355.1,81015219.74,301689844.7,55931688.78,49357283.19,46429287.58,25.5874846710685,27.0588605550171,-1.47137588394855,0.140871388226747,0.357047857325091,"stable",1.35572922032617
"Cuminaldehyde","Com_169_pos","Cuminaldehyde","C10 H12 O",148.08912,7.115,149.0964,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Aromatic monoterpenoids",298139251.3,254047850.9,533002788.8,8653024.585,11135564.6,7618940.602,23.1048678068365,28.3538346478034,-5.24896684096691,0.00799109214913907,0.163464787167065,"down",1.70592245433069
"Indole","Com_171_pos","Indole","C8 H7 N",117.05802,5.263,118.0653,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Indoles","Indoles",204520499.5,201889011.9,188527616.7,244566883.2,218918322.6,230013146.8,27.7828707899263,27.5622859993051,0.220584790621214,0.0523314150245331,0.279194649445383,"stable",1.51925675427728
"2-Amino-1,3,4-octadecanetriol","Com_186_pos","2-Amino-1,3,4-octadecanetriol","C18 H39 N O3",317.29331,6.909,318.30059,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","1,3-aminoalcohols",51940447.07,107913636.7,100911670.8,22658301.62,121620723.5,29969687.58,25.3761169784381,26.3013916121191,-0.925274633680953,0.247017816456002,0.439696750619055,"stable",0.844606029725824
"Glycylproline","Com_191_pos","Glycylproline","C7 H12 N2 O3",172.08507,1.505,173.09235,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",12393926.2,29616342.55,161139849.3,136769981.6,101850467.3,30162459.63,26.1584348274717,25.2155860562674,0.942848771204339,0.643800653726327,0.63425481291626,"stable",0.59718415190937
"1-[(3S)-3-(1,3-Benzoxazol-2-yl)-1-pyrrolidinyl]-3-methoxy-1-propanone","Com_240_pos","1-[(3S)-3-(1,3-Benzoxazol-2-yl)-1-pyrrolidinyl]-3-methoxy-1-propanone","C15 H18 N2 O3",274.13551,5.409,275.14279,"Invalid mass","No results","No results","Organoheterocyclic compounds","Benzoxazoles","Not available","Benzoxazoles",12741506.41,11446293.87,92064466.1700001,24443879.78,19811381.42,13007908.48,24.1385605921106,24.5025169437836,-0.363956351673053,0.795265520346002,0.681744583223727,"stable",0.30426556346452
"Penicillin G","Com_265_pos","Penicillin G","C16 H18 N2 O4 S",334.09918,5.326,335.10645,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",143015297,155523558.5,151475061.3,176280850.4,149712781.1,132953565.4,27.1790899652522,27.1595523892949,0.0195375759573366,0.905944618321872,0.709323956545821,"stable",0.136064230736845
"4-Morpholinepropanesulfonic acid","Com_283_pos","4-Morpholinepropanesulfonic acid","C7 H15 N O4 S",209.0724,1.435,210.07965,"Full match","No results","No results",NA,NA,NA,NA,5303689.077,21608466.73,224998332.6,19290859.56,9444024.42100001,67026987.62,24.4568743982538,24.816332403619,-0.35945800536518,0.779165825030881,0.677290701510097,"stable",0.172976307461596
"Octadecanamine","Com_305_pos","Octadecanamine","C18 H39 N",269.30852,8.894,270.31579,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","Monoalkylamines",2517152.706,67295911.83,5686113.791,4880154.37900001,73046970.4400001,4685027.272,23.5001474917864,23.2354627934728,0.264684698313516,0.542542783930932,0.593726384444799,"stable",0.117407622839448
"Spermidine","Com_308_pos","Spermidine","C7 H19 N3",145.15816,1.185,146.16544,"Full match","No results","Full match","Organic nitrogen compounds","Organonitrogen compounds","Amines","Dialkylamines",46546949.4099999,143409555.2,53281807.08,247303692.8,74879925.54,412552584.4,27.5532623279497,26.0782962907938,1.47496603715591,0.349084704274019,0.502415400403986,"stable",1.09803267831924
"Picrotin","Com_312_pos","Picrotin","C15 H18 O7",327.12963,6.839,328.1369,"Invalid mass","No results","No results","Organoheterocyclic compounds","Furopyrans","Not available","Furopyrans",48012347.08,24408194.98,46151836.38,83728322.7200001,108870103.9,43537084.65,26.1309954853753,25.1725497066503,0.958445778724965,0.279191935499004,0.462071378026881,"stable",1.18595246059953
"N-[2-chloro-6-(trifluoromethoxy)phenyl]-2,2-dimethylpropanamide","Com_318_pos","N-[2-chloro-6-(trifluoromethoxy)phenyl]-2,2-dimethylpropanamide","C12 H13 Cl F3 N O2",295.05933,1.299,296.06661,"Full match","No results","No results",NA,NA,NA,NA,58251845.5199999,53823255.21,51195827.66,47151269.46,44016137.54,37471705.83,25.3472069379889,25.695683212078,-0.348476274089037,0.0207964753976514,0.21255059169911,"down",1.44788689844767
"Acipimox","Com_320_pos","Acipimox","C6 H6 N2 O3",154.03583,1.324,155.04303,"Invalid mass","No results","No results",NA,NA,NA,NA,50903506.57,47052952.86,52108216.2899999,43094643.18,45775199.14,43023917.26,25.3892345296872,25.5746837231136,-0.185449193426312,0.127984839646284,0.348281547558762,"stable",1.49252760999034
"2,4-Dimethylbenzaldehyde","Com_334_pos","2,4-Dimethylbenzaldehyde","C9 H10 O",134.07338,5.892,135.08065,"Full match","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzoyl derivatives","Benzoyl derivatives",47030701.01,28328439.12,59069317.61,34732739.79,35791252.64,29869450.09,24.9916879748735,25.3529176288979,-0.361229654024395,0.445417522374665,0.545408754102012,"stable",0.839414386693847
"N,N-Diethylethanolamine","Com_352_pos","N,N-Diethylethanolamine","C6 H15 N O",117.1155,2.631,118.12278,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","1,2-aminoalcohols",4160378.999,1827677.368,4637516.49099999,5603844.818,7295727.67799999,3695621.911,22.3446639197831,21.6449281666502,0.699735753132881,0.414174799832708,0.531550501022381,"stable",0.972501899675896
"Epinephrine","Com_353_pos","Epinephrine","C9 H13 N O3",183.08985,5.077,184.09712,"Full match","No results","Full match","Benzenoids","Phenols","Benzenediols","Catechols",134254650.5,145443043.6,136957916.7,87878220.7,83999959.2800001,74371727.57,26.287046188391,27.0484777658913,-0.761431577500304,0.0106698336467008,0.171417849698015,"down",1.68545234424729
"Phosphocholine","Com_363_pos","Phosphocholine","C5 H14 N O4 P",183.06628,2.354,184.07356,"No results","Full match","No results","Organic nitrogen compounds","Organonitrogen compounds","Quaternary ammonium salts","Phosphocholines",632525978.2,678375486.000001,444045861.999999,591624518.3,423341343.8,372746857.2,28.756991232753,29.1000639122139,-0.34307267946096,0.188222759483696,0.393833385417068,"stable",0.912795179258068
"Uridine 5'-monophosphate","Com_364_pos","Uridine 5'-monophosphate","C9 H13 N2 O9 P",324.03619,1.496,347.02543,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",64833028.2100001,64425627.0599999,59790642.74,159853722.3,80909602.05,129382864.8,26.8230186699798,25.9082577820103,0.914760887969489,0.0917749537503886,0.324284361707273,"stable",1.45051557032079
"5-(hydroxymethyl)-4-methoxy-2,5-dihydrofuran-2-one","Com_368_pos","5-(hydroxymethyl)-4-methoxy-2,5-dihydrofuran-2-one","C6 H8 O4",166.02466,1.238,167.03194,"Invalid mass","No results","No results",NA,NA,NA,NA,167925058.7,170185421.3,150256325.9,174953742.7,182616979.2,190915800.1,27.4450017395631,27.2762083323562,0.168793407206877,0.199010348635691,0.40341640592732,"stable",1.34432563372777
"Corey Lactone Diol","Com_423_pos","Corey Lactone Diol","C8 H12 O4",172.07387,5.048,173.08115,"No results","No results","Full match","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","Gamma butyrolactones",14164153.65,15176350.12,14974441.72,14504319.68,15106986.82,15329512.2,23.8361667817853,23.8156871587317,0.0204796230536672,0.269674212815892,0.455622068720518,"stable",0.440198770214878
"Norbutorphanol","Com_466_pos","Norbutorphanol","C16 H21 N O2",259.16095,6.911,260.16823,"Invalid mass","No results","No results","Benzenoids","Phenanthrenes and derivatives","Not available","Phenanthrenes and derivatives",1580486.171,2983820.193,34411966.7,2756550.864,6003845.946,2314385.084,21.6846952732328,22.3790243873524,-0.694329114119629,0.706822626821524,0.655635549642806,"stable",0.409197210852058
"8-(1,2-dihydroxy-3-methylbut-3-en-1-yl)-7-methoxy-2H-chromen-2-one","Com_477_pos","8-(1,2-dihydroxy-3-methylbut-3-en-1-yl)-7-methoxy-2H-chromen-2-one","C15 H16 O5",298.07802,1.595,299.08532,"Invalid mass","No results","No results",NA,NA,NA,NA,128300619.1,70822517.8000001,109054555.2,112563886.3,143576312.3,111971755.6,26.8606569779713,26.5710441601894,0.28961281778189,0.516538490759954,0.581826184839856,"stable",0.787035856728872
"Ornithine","Com_478_pos","Ornithine","C5 H12 N2 O2",132.09008,1.181,133.09737,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids",10589005.62,7231886.75999999,10891863.38,4787373.589,6251617.16399999,5357423.087,22.3732362558876,23.1662506311807,-0.793014375293062,0.114050953265453,0.340479727468251,"stable",1.50457219042047
"7-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-2H-chromen-2-one","Com_486_pos","7-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-2H-chromen-2-one","C19 H22 O3",320.14265,8.13,343.1319,"Invalid mass","No results","No results",NA,NA,NA,NA,2703275.052,529735.611,181238339.7,4818009.43800001,5977984.177,2307920.786,21.9497985712397,22.6048342628515,-0.655035691611797,0.843488412723336,0.694378742740946,"stable",0.220057601675075
