"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Indole-3-acrylic acid","Com_17_pos","Indole-3-acrylic acid","C11 H9 N O2",187.06351,5.263,188.07079,"Full match","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indoles","Indoles",961598261.9,970159638.600001,1113733663,2563761475,1598560932,2163642135,30.9468520800316,29.9157543635287,1.03109771650286,0.0368898270258474,0.187802574054354,"up",1.50928424896075
"4-Methoxybenzaldehyde","Com_25_pos","4-Methoxybenzaldehyde","C8 H8 O2",136.05271,5.619,137.05999,"Full match","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoyl derivatives","Benzoyl derivatives",42826123.27,62662115.0099999,39462800.43,42786643.25,51431079.64,30869338.84,25.2821551715361,25.4956892944661,-0.213534122929953,0.186581979549759,0.271628234277564,"stable",0.5504707363173
"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one","Com_28_pos","5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one","C13 H22 O3",243.18373,6.484,226.18039,"Invalid mass","No results","No results",NA,NA,NA,NA,583923565.300001,747878640.8,553138059,389271797.7,579012398.5,494288522.3,28.8419999173146,29.2141658681163,-0.372165950801765,0.0927995201062023,0.213668783443333,"stable",1.07083074424305
"Oleoyl ethylamide","Com_64_pos","Oleoyl ethylamide","C20 H39 N O",309.30342,10.724,310.31069,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",164337033.1,168086786.9,78283612.28,47286397.66,67031824.1699999,138160868.9,26.1783461944762,26.9463068191586,-0.767960624682409,0.440923074129698,0.392786029303148,"stable",0.898009593641805
"ethyl 4-amino-2-(methylsulfanyl)-1,3-thiazole-5-carboxylate","Com_68_pos","ethyl 4-amino-2-(methylsulfanyl)-1,3-thiazole-5-carboxylate","C7 H10 N2 O2 S2",218.01987,1.28,219.02715,"Invalid mass","No results","No results",NA,NA,NA,NA,1105113459,1163280691,1188673963,883865816.999999,690127363.5,751229511.100001,29.5220726726621,30.1012684550093,-0.579195782347167,0.0476201774012732,0.189061465541611,"down",1.52557115912198
"Methyl palmitate","Com_75_pos","Methyl palmitate","C17 H34 O2",287.28276,7.2,288.29003,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid methyl esters",745580498.299999,84959965.2800001,651968234.2,48966350.67,529474526,143292121.1,27.2065524742729,28.3647650525336,-1.15821257826076,0.615203132621667,0.441224075183959,"stable",0.616056439402957
"Acetylcholine","Com_78_pos","Acetylcholine","C7 H15 N O2",145.11051,1.456,146.11779,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Quaternary ammonium salts","Acyl cholines",853213586.8,800571155.400001,834667058.799999,621186218.1,612331160.4,609025351.6,29.194038161306,29.6271372291885,-0.433099067882459,0.00285937381277551,0.176601198005046,"down",1.61685615940467
"2-[3-methyl-2-(methylimino)-4-oxo-1,3-thiazolan-5-yl]acetic acid","Com_100_pos","2-[3-methyl-2-(methylimino)-4-oxo-1,3-thiazolan-5-yl]acetic acid","C7 H10 N2 O3 S",202.04144,4.947,203.04871,"Full match","No results","No results",NA,NA,NA,NA,414578263.6,429965155.9,423715392.5,441346261.9,677315907.2,151434280.9,28.4089019888689,28.6550780145235,-0.246176025654684,0.737646307649257,0.479062602246085,"stable",0.306648154241191
"Υ-L-Glutamyl-L-glutamic acid","Com_106_pos","Υ-L-Glutamyl-L-glutamic acid","C10 H16 N2 O7",276.09612,1.608,277.1034,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",990366671.9,1054044798,1351344439,1659243971,2288157079,1215424052,30.6327434784785,30.0628082871051,0.569935191373382,0.269901550957766,0.321396674638746,"stable",1.12898484850208
"p-Hydroxybenzaldehyde","Com_110_pos","p-Hydroxybenzaldehyde","C7 H6 O2",122.03727,2.665,123.04454,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Hydroxybenzaldehydes",126913486.1,100213730.8,173860510.1,464197945.4,218326422,405022457.3,28.3618343515287,26.9570433780686,1.40479097346002,0.0267995456197497,0.18742648755062,"up",1.41140820598511
"1-(2-methoxy-4-nitrophenyl)pyrrolidine","Com_118_pos","1-(2-methoxy-4-nitrophenyl)pyrrolidine","C11 H14 N2 O3",222.10072,5.253,223.108,"Full match","No results","Full match",NA,NA,NA,NA,39643433.09,55972281.85,33413107.6,37035432.17,36544638.51,4136101.001,24.0817997495569,25.3242328760631,-1.24243312650621,0.30080202419862,0.337649936364221,"stable",0.816664520664359
"4-(trifluoromethyl)nicotinic acid","Com_130_pos","4-(trifluoromethyl)nicotinic acid","C7 H4 F3 N O2",191.01738,1.351,192.02465,"Invalid mass","No results","No results",NA,NA,NA,NA,862048208.8,747151142.600001,755502698.9,727616371.8,934180485.999999,927703547.5,29.6756058165248,29.5509599522287,0.124645864296088,0.56946338610713,0.428591305115683,"stable",0.680080360740035
"LPC 16:0-SN1","Com_142_pos","LPC 16:0-SN1","C24 H50 N O7 P",495.33313,9.52,496.34037,"No results","Full match","Full match",NA,NA,NA,NA,161345118.8,135892128.6,93132809.19,76255642.2499999,69858907.9200001,207726975.9,26.6241316152075,26.9187491674688,-0.294617552261272,0.724466672519859,0.474565152117009,"stable",0.417581221810773
"UR-144 N-Heptyl analog","Com_152_pos","UR-144 N-Heptyl analog","C23 H33 N O",339.25281,5.501,340.26012,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","N-alkylindoles","N-alkylindoles",10261138.04,9417911.79299999,8378830.862,8087076.259,10603052.44,8962605.68200001,23.1268832987111,23.1519935704207,-0.0251102717095826,0.890121891358435,0.526000367234366,"stable",0.143649727669429
"Thiazolidine-4-carboxylic acid","Com_162_pos","Thiazolidine-4-carboxylic acid","C4 H7 N O2 S",133.01994,1.482,134.02721,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",83129399.65,65930795.41,49550276.48,120036720.9,70780736.6599999,16394546.75,25.6274888983945,25.9485647930707,-0.321075894676177,0.66986526358516,0.457250821477456,"stable",0.29079636478038
"1-Palmitoylglycerol","Com_168_pos","1-Palmitoylglycerol","C19 H38 O4",330.27734,9.933,353.26658,"Full match","No results","Full match","Lipids and lipid-like molecules","Glycerolipids","Monoradylglycerols","1-monoacylglycerols",92634406.1500001,112819637.5,75174927.78,58792669.47,93977350.2,102348927.4,26.301287815097,26.4594120026039,-0.158124187506871,0.672160027575494,0.457904802865377,"stable",0.414645360327878
"Cuminaldehyde","Com_169_pos","Cuminaldehyde","C10 H12 O",148.08912,7.115,149.0964,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Aromatic monoterpenoids",12120536.13,19921576.72,10190227.92,11187903.74,10383095.21,14122776.24,23.4915633450558,23.6864872212566,-0.194923876200804,0.680811363193162,0.460347120363122,"stable",0.476229959095696
"Indole","Com_171_pos","Indole","C8 H7 N",117.05802,5.263,118.0653,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Indoles","Indoles",73906657.03,71838083.1600001,84700743.1699999,175346625.4,118426444.2,156246275.9,27.1414323374775,26.1911059316051,0.950326405872389,0.0256751712130042,0.187366414609091,"up",1.52126068232719
"2-Amino-1,3,4-octadecanetriol","Com_186_pos","2-Amino-1,3,4-octadecanetriol","C18 H39 N O3",317.29331,6.909,318.30059,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","1,3-aminoalcohols",40034972.03,161462301.3,31504874.2,95385826.3699999,37505199.88,300256699.9,26.6098266883762,25.8101504314095,0.799676256966706,0.659873889058857,0.454372751036165,"stable",0.540808449049612
"Glycylproline","Com_191_pos","Glycylproline","C7 H12 N2 O3",172.08507,1.505,173.09235,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",174562025.1,226902898.3,111932094.5,66562104.18,73693432.5200001,6328844.809,24.905580394656,27.2915709401095,-2.38599054545348,0.113750877340383,0.226053576709059,"stable",1.15227310392592
"1-[(3S)-3-(1,3-Benzoxazol-2-yl)-1-pyrrolidinyl]-3-methoxy-1-propanone","Com_240_pos","1-[(3S)-3-(1,3-Benzoxazol-2-yl)-1-pyrrolidinyl]-3-methoxy-1-propanone","C15 H18 N2 O3",274.13551,5.409,275.14279,"Invalid mass","No results","No results","Organoheterocyclic compounds","Benzoxazoles","Not available","Benzoxazoles",17283682.35,18820296.75,23276932.59,20460437.22,23846118.22,6201280.68899999,23.7859065002671,24.2270303147086,-0.441123814441539,0.608941491892537,0.439565392315071,"stable",0.540823602084127
"Penicillin G","Com_265_pos","Penicillin G","C16 H18 N2 O4 S",334.09918,5.326,335.10645,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",68011329.2099999,63515401.25,71805658.96,93576073.0699999,55079502.03,78917058.8,26.1428274615011,26.0124896956384,0.130337765862677,0.56774798746295,0.428093210354737,"stable",0.44252612584863
"4-Morpholinepropanesulfonic acid","Com_283_pos","4-Morpholinepropanesulfonic acid","C7 H15 N O4 S",209.0724,1.435,210.07965,"Full match","No results","No results",NA,NA,NA,NA,1014106.156,11302706.76,1350287.94,8878704.17699999,2720579.283,4442049.532,22.1800647314871,21.2489259592921,0.931138772194934,0.608508038563009,0.439449775814276,"stable",0.588241943843712
"Octadecanamine","Com_305_pos","Octadecanamine","C18 H39 N",269.30852,8.894,270.31579,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","Monoalkylamines",8824254.15500001,123069271.7,5393456.222,83019568.71,7761457.06199999,105877810.2,25.2842230691177,24.1035723019296,1.18065076718807,0.694483484428232,0.464133580716495,"stable",0.496638865567093
"Spermidine","Com_308_pos","Spermidine","C7 H19 N3",145.15816,1.185,146.16544,"Full match","No results","Full match","Organic nitrogen compounds","Organonitrogen compounds","Amines","Dialkylamines",214863714.8,211836305.1,316867147.3,360797223.5,270919228.4,418932907.9,28.3606815068424,27.8588413659287,0.501840140913661,0.055760581319081,0.189807022026404,"stable",1.12093211588995
"Picrotin","Com_312_pos","Picrotin","C15 H18 O7",327.12963,6.839,328.1369,"Invalid mass","No results","No results","Organoheterocyclic compounds","Furopyrans","Not available","Furopyrans",90513947.09,85267471.62,198592892.8,274750108.3,166836747,53069101,27.0029251431682,26.7807892231241,0.222135920044106,0.855895280265134,0.516215557995589,"stable",0.222939481978774
"N-[2-chloro-6-(trifluoromethoxy)phenyl]-2,2-dimethylpropanamide","Com_318_pos","N-[2-chloro-6-(trifluoromethoxy)phenyl]-2,2-dimethylpropanamide","C12 H13 Cl F3 N O2",295.05933,1.299,296.06661,"Full match","No results","No results",NA,NA,NA,NA,46300539.26,42606206.08,48066778.92,45287117.82,32060985.46,54646857.4,25.3568493404542,25.4425409026423,-0.0856915621880425,0.671050389624499,0.457588893886536,"stable",0.29726270048145
"Acipimox","Com_320_pos","Acipimox","C6 H6 N2 O3",154.03583,1.324,155.04303,"Invalid mass","No results","No results",NA,NA,NA,NA,126687003.9,128636494.4,125984676.5,333529965.8,151889604.5,231860243.4,27.7601230871126,26.921363692307,0.838759394805564,0.129032715308801,0.234569276063067,"stable",1.28435729597086
"2,4-Dimethylbenzaldehyde","Com_334_pos","2,4-Dimethylbenzaldehyde","C9 H10 O",134.07338,5.892,135.08065,"Full match","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzoyl derivatives","Benzoyl derivatives",28710124.16,49496078.6400001,68021592.2600001,35268035.3,49209214.39,128386925.5,25.8534020238215,25.451785523597,0.401616500224506,0.277903305322953,0.325792311581522,"stable",0.470378275018653
"N,N-Diethylethanolamine","Com_352_pos","N,N-Diethylethanolamine","C6 H15 N O",117.1155,2.631,118.12278,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","1,2-aminoalcohols",6655906.52,6550705.353,8034892.195,6032612.516,505475175.8,20193962.29,25.2349457218794,22.7490899350462,2.48585578683324,0.328383005560021,0.350659229972594,"stable",0.889682433562279
"Epinephrine","Com_353_pos","Epinephrine","C9 H13 N O3",183.08985,5.077,184.09712,"Full match","No results","Full match","Benzenoids","Phenols","Benzenediols","Catechols",79097609.0699999,84232518.0899999,97672081.1800001,89051925.23,89399485.8199999,88487902.71,26.4069611880141,26.3688158706498,0.0381453173643465,0.723067632478832,0.474083176974567,"stable",0.336950128369261
"Phosphocholine","Com_363_pos","Phosphocholine","C5 H14 N O4 P",183.06628,2.354,184.07356,"No results","Full match","No results","Organic nitrogen compounds","Organonitrogen compounds","Quaternary ammonium salts","Phosphocholines",568133131.6,324155067.8,569488413.1,532556292.5,508474133.9,623082285.9,29.0416017983475,28.8129513109205,0.228650487426975,0.40789962512076,0.381946307742127,"stable",0.607778159508393
"Uridine 5'-monophosphate","Com_364_pos","Uridine 5'-monophosphate","C9 H13 N2 O9 P",324.03619,1.496,347.02543,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",96606731.23,87555809.79,85552602.75,55699708.0299999,68114962.09,57448263.2,25.8427982565745,26.4198761219261,-0.577077865351523,0.043710471553783,0.188607558103864,"down",1.53218040034663
"5-(hydroxymethyl)-4-methoxy-2,5-dihydrofuran-2-one","Com_368_pos","5-(hydroxymethyl)-4-methoxy-2,5-dihydrofuran-2-one","C6 H8 O4",166.02466,1.238,167.03194,"Invalid mass","No results","No results",NA,NA,NA,NA,344666126.2,289996283.6,305230698.9,79286278.42,308448193.4,304553663,27.5410473481763,28.2191360922097,-0.678088744033371,0.446500848655858,0.394513645960709,"stable",0.750056325829105
"Corey Lactone Diol","Com_423_pos","Corey Lactone Diol","C8 H12 O4",172.07387,5.048,173.08115,"No results","No results","Full match","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","Gamma butyrolactones",40014954.37,33472076.38,39350366.43,36370146.05,24021382.65,39446198.63,24.9558167273784,25.1601214585538,-0.204304731175412,0.289551456357086,0.331952699273874,"stable",0.646961151849976
"Norbutorphanol","Com_466_pos","Norbutorphanol","C16 H21 N O2",259.16095,6.911,260.16823,"Invalid mass","No results","No results","Benzenoids","Phenanthrenes and derivatives","Not available","Phenanthrenes and derivatives",4536264.566,11954975.42,6470299.94200001,2663407.495,1507121.307,1221408.467,20.6961067255415,22.7498607810966,-2.05375405555518,0.0906477084749036,0.212631871877272,"stable",1.44964367848314
"8-(1,2-dihydroxy-3-methylbut-3-en-1-yl)-7-methoxy-2H-chromen-2-one","Com_477_pos","8-(1,2-dihydroxy-3-methylbut-3-en-1-yl)-7-methoxy-2H-chromen-2-one","C15 H16 O5",298.07802,1.595,299.08532,"Invalid mass","No results","No results",NA,NA,NA,NA,187530551.8,169091490.7,228193986.3,227647134.9,382124725.6,229987349.8,28.0162239000217,27.5271549209161,0.489068979105575,0.299393388243017,0.336949673648323,"stable",1.07835377643881
"Ornithine","Com_478_pos","Ornithine","C5 H12 N2 O2",132.09008,1.181,133.09737,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids",18179669.98,17609682.64,16075416.11,33843555.6,21297189.52,33851518.67,24.7897515849526,24.0413469980353,0.748404586917356,0.0909337273369539,0.212771935755478,"stable",1.39070772840457
"7-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-2H-chromen-2-one","Com_486_pos","7-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-2H-chromen-2-one","C19 H22 O3",320.14265,8.13,343.1319,"Invalid mass","No results","No results",NA,NA,NA,NA,4293696.802,39349184.73,3341234.987,1602491.149,801647.4173,4112894.735,20.7320719986271,22.9785231057878,-2.24645110716074,0.329391271496482,0.351110841825125,"stable",1.05617226126561
