"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one","Com_28_pos","5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one","C13 H22 O3",243.18373,6.484,226.18039,"Invalid mass","No results","No results",NA,NA,NA,NA,583923565.300001,747878640.8,553138059,428982176.5,592262910.6,28.9090024841766,29.2141658681163,-0.30516338393976,0.391992382183279,0.332544980230011,"stable",0.905219645019341
"Oleoyl ethylamide","Com_64_pos","Oleoyl ethylamide","C20 H39 N O",309.30342,10.724,310.31069,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",164337033.1,168086786.9,78283612.28,83245669.48,106446434,26.4882121333862,26.9463068191586,-0.458094685772405,0.344995069756746,0.316487046663738,"stable",0.741053242589384
"ethyl 4-amino-2-(methylsulfanyl)-1,3-thiazole-5-carboxylate","Com_68_pos","ethyl 4-amino-2-(methylsulfanyl)-1,3-thiazole-5-carboxylate","C7 H10 N2 O2 S2",218.01987,1.28,219.02715,"Invalid mass","No results","No results",NA,NA,NA,NA,1105113459,1163280691,1188673963,966104784.899999,1003996807,29.8753559841001,30.1012684550093,-0.22591247090914,0.0141249171272754,0.11263350186667,"stable",1.46436437224395
"Methyl palmitate","Com_75_pos","Methyl palmitate","C17 H34 O2",287.28276,7.2,288.29003,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid methyl esters",745580498.299999,84959965.2800001,651968234.2,613096558.599999,593826670.5,29.168502857631,28.3647650525336,0.803737805097381,0.511019242008215,0.364134508748979,"stable",0.517939429484202
"Acetylcholine","Com_78_pos","Acetylcholine","C7 H15 N O2",145.11051,1.456,146.11779,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Quaternary ammonium salts","Acyl cholines",853213586.8,800571155.400001,834667058.799999,743947932.1,713242144.3,29.4402215613782,29.6271372291885,-0.186915667810258,0.0299598844366416,0.138561344477528,"stable",1.44667603688231
"2-[3-methyl-2-(methylimino)-4-oxo-1,3-thiazolan-5-yl]acetic acid","Com_100_pos","2-[3-methyl-2-(methylimino)-4-oxo-1,3-thiazolan-5-yl]acetic acid","C7 H10 N2 O3 S",202.04144,4.947,203.04871,"Full match","No results","No results",NA,NA,NA,NA,414578263.6,429965155.9,423715392.5,599539175.7,524098375.3,29.0622705908046,28.6550780145235,0.40719257628108,0.141522585750858,0.225205021629679,"stable",1.47680561417502
"Υ-L-Glutamyl-L-glutamic acid","Com_106_pos","Υ-L-Glutamyl-L-glutamic acid","C10 H16 N2 O7",276.09612,1.608,277.1034,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",990366671.9,1054044798,1351344439,1490101184,1358326117,30.4059729504999,30.0628082871051,0.343164663394735,0.117652105336784,0.208535281695086,"stable",1.13670070464253
"p-Hydroxybenzaldehyde","Com_110_pos","p-Hydroxybenzaldehyde","C7 H6 O2",122.03727,2.665,123.04454,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Hydroxybenzaldehydes",126913486.1,100213730.8,173860510.1,230569448.3,202185981.5,27.6858669254305,26.9570433780686,0.728823547361852,0.0732550696179863,0.180752329372798,"stable",1.25431250418156
"1-(2-methoxy-4-nitrophenyl)pyrrolidine","Com_118_pos","1-(2-methoxy-4-nitrophenyl)pyrrolidine","C11 H14 N2 O3",222.10072,5.253,223.108,"Full match","No results","Full match",NA,NA,NA,NA,39643433.09,55972281.85,33413107.6,41672103.61,44676746.5,25.3627996928593,25.3242328760631,0.038566816796191,0.87814487438232,0.475204224656166,"stable",0.12070867535782
"4-(trifluoromethyl)nicotinic acid","Com_130_pos","4-(trifluoromethyl)nicotinic acid","C7 H4 F3 N O2",191.01738,1.351,192.02465,"Invalid mass","No results","No results",NA,NA,NA,NA,862048208.8,747151142.600001,755502698.9,823489759.200001,892785416.300001,29.6754568439841,29.5509599522287,0.124496891755403,0.257223343362946,0.279636205244816,"stable",0.929256590018291
"LPC 16:0-SN1","Com_142_pos","LPC 16:0-SN1","C24 H50 N O7 P",495.33313,9.52,496.34037,"No results","Full match","Full match",NA,NA,NA,NA,161345118.8,135892128.6,93132809.19,75617071.6600001,80003812.51,26.2128870305638,26.9187491674688,-0.705862136904962,0.0906612960074039,0.193090927524836,"stable",1.24269335884951
"UR-144 N-Heptyl analog","Com_152_pos","UR-144 N-Heptyl analog","C23 H33 N O",339.25281,5.501,340.26012,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","N-alkylindoles","N-alkylindoles",10261138.04,9417911.79299999,8378830.862,6405295.49199999,6724290.32899999,22.6458921408782,23.1519935704207,-0.506101429542465,0.0170381475331811,0.117723363683134,"down",1.44658100712915
"Thiazolidine-4-carboxylic acid","Com_162_pos","Thiazolidine-4-carboxylic acid","C4 H7 N O2 S",133.01994,1.482,134.02721,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",83129399.65,65930795.41,49550276.48,75637901.56,70337177.76,26.1201950580156,25.9485647930707,0.171630264944866,0.513313843735021,0.364644449059722,"stable",0.514806223146886
"1-Palmitoylglycerol","Com_168_pos","1-Palmitoylglycerol","C19 H38 O4",330.27734,9.933,353.26658,"Full match","No results","Full match","Lipids and lipid-like molecules","Glycerolipids","Monoradylglycerols","1-monoacylglycerols",92634406.1500001,112819637.5,75174927.78,99376272.0799999,95651826.8200001,26.5388436367989,26.4594120026039,0.0794316341950037,0.686473754990633,0.414657957543563,"stable",0.317320808786686
"Cuminaldehyde","Com_169_pos","Cuminaldehyde","C10 H12 O",148.08912,7.115,149.0964,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Aromatic monoterpenoids",12120536.13,19921576.72,10190227.92,9837237.86100001,11070552.33,23.3150228614356,23.6864872212566,-0.371464359821033,0.328625458333732,0.310262463603652,"stable",0.762601040427713
"Indole","Com_171_pos","Indole","C8 H7 N",117.05802,5.263,118.0653,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Indoles","Indoles",73906657.03,71838083.1600001,84700743.1699999,101004303.2,110440224.5,26.6542660014795,26.1911059316051,0.463160069874377,0.0196865808966517,0.121957115339082,"up",1.4406477653635
"2-Amino-1,3,4-octadecanetriol","Com_186_pos","2-Amino-1,3,4-octadecanetriol","C18 H39 N O3",317.29331,6.909,318.30059,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","1,3-aminoalcohols",40034972.03,161462301.3,31504874.2,30097384,40747122.41,25.06166480186,25.8101504314095,-0.748485629549457,0.419120786677674,0.340759973464611,"stable",0.63470237918576
"Glycylproline","Com_191_pos","Glycylproline","C7 H12 N2 O3",172.08507,1.505,173.09235,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",174562025.1,226902898.3,111932094.5,93605643.77,107935471.2,26.5828430003713,27.2915709401095,-0.708727939738242,0.130141347346952,0.217592834881483,"stable",1.11973900468221
"1-[(3S)-3-(1,3-Benzoxazol-2-yl)-1-pyrrolidinyl]-3-methoxy-1-propanone","Com_240_pos","1-[(3S)-3-(1,3-Benzoxazol-2-yl)-1-pyrrolidinyl]-3-methoxy-1-propanone","C15 H18 N2 O3",274.13551,5.409,275.14279,"Invalid mass","No results","No results","Organoheterocyclic compounds","Benzoxazoles","Not available","Benzoxazoles",17283682.35,18820296.75,23276932.59,22332797.51,27341633.8,24.5586283816929,24.2270303147086,0.33159806698432,0.207687993771057,0.260914624669979,"stable",1.07876046913806
"Penicillin G","Com_265_pos","Penicillin G","C16 H18 N2 O4 S",334.09918,5.326,335.10645,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",68011329.2099999,63515401.25,71805658.96,78712401.4,79928869.58,26.2411504845252,26.0124896956384,0.228660788886774,0.0415322564427951,0.153674490211022,"stable",1.38382801697945
"4-Morpholinepropanesulfonic acid","Com_283_pos","4-Morpholinepropanesulfonic acid","C7 H15 N O4 S",209.0724,1.435,210.07965,"Full match","No results","No results",NA,NA,NA,NA,1014106.156,11302706.76,1350287.94,9692558.262,1033950.019,21.5940905441783,21.2489259592921,0.345164584886128,0.876435680027916,0.474718379612174,"stable",0.165258927361796
"Octadecanamine","Com_305_pos","Octadecanamine","C18 H39 N",269.30852,8.894,270.31579,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","Monoalkylamines",8824254.15500001,123069271.7,5393456.222,7160834.513,5434501.04899999,22.5727062252295,24.1035723019296,-1.5308660767001,0.388626882278218,0.33147582151002,"stable",0.678800630402531
"Spermidine","Com_308_pos","Spermidine","C7 H19 N3",145.15816,1.185,146.16544,"Full match","No results","Full match","Organic nitrogen compounds","Organonitrogen compounds","Amines","Dialkylamines",214863714.8,211836305.1,316867147.3,266346703.2,361186114.5,28.2084486862075,27.8588413659287,0.3496073202788,0.33461795127145,0.312582806808571,"stable",0.874721621548609
"Picrotin","Com_312_pos","Picrotin","C15 H18 O7",327.12963,6.839,328.1369,"Invalid mass","No results","No results","Organoheterocyclic compounds","Furopyrans","Not available","Furopyrans",90513947.09,85267471.62,198592892.8,111117903.8,158285320.7,26.9827341369149,26.7807892231241,0.201944913790811,0.695759518060014,0.417736551014368,"stable",0.326057758321869
"N-[2-chloro-6-(trifluoromethoxy)phenyl]-2,2-dimethylpropanamide","Com_318_pos","N-[2-chloro-6-(trifluoromethoxy)phenyl]-2,2-dimethylpropanamide","C12 H13 Cl F3 N O2",295.05933,1.299,296.06661,"Full match","No results","No results",NA,NA,NA,NA,46300539.26,42606206.08,48066778.92,20215018.06,21517674.66,24.3139715001152,25.4425409026423,-1.12856940252709,0.000622446311210742,0.0434656855995439,"down",1.54003201891362
"Acipimox","Com_320_pos","Acipimox","C6 H6 N2 O3",154.03583,1.324,155.04303,"Invalid mass","No results","No results",NA,NA,NA,NA,126687003.9,128636494.4,125984676.5,120096348.5,114528218.2,26.8053724538674,26.921363692307,-0.115991238439559,0.163621768349314,0.239009011857163,"stable",1.42979185986865
"2,4-Dimethylbenzaldehyde","Com_334_pos","2,4-Dimethylbenzaldehyde","C9 H10 O",134.07338,5.892,135.08065,"Full match","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzoyl derivatives","Benzoyl derivatives",28710124.16,49496078.6400001,68021592.2600001,48335625.61,66548235.15,25.7572403248152,25.451785523597,0.305454801218186,0.529507953371494,0.369043978202481,"stable",0.515952322766102
"N,N-Diethylethanolamine","Com_352_pos","N,N-Diethylethanolamine","C6 H15 N O",117.1155,2.631,118.12278,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","1,2-aminoalcohols",6655906.52,6550705.353,8034892.195,13919078.94,8714348.10799999,23.3927608631197,22.7490899350462,0.643670928073561,0.290613837559811,0.294306299239995,"stable",1.23822386902696
"Epinephrine","Com_353_pos","Epinephrine","C9 H13 N O3",183.08985,5.077,184.09712,"Full match","No results","Full match","Benzenoids","Phenols","Benzenediols","Catechols",79097609.0699999,84232518.0899999,97672081.1800001,73169457.2299999,80197065.3400001,26.1908921651875,26.3688158706498,-0.177923705462302,0.210036697286574,0.261911322820204,"stable",0.977308505797456
"Phosphocholine","Com_363_pos","Phosphocholine","C5 H14 N O4 P",183.06628,2.354,184.07356,"No results","Full match","No results","Organic nitrogen compounds","Organonitrogen compounds","Quaternary ammonium salts","Phosphocholines",568133131.6,324155067.8,569488413.1,511591462.8,576484004.6,29.0165611431618,28.8129513109205,0.203609832241238,0.537071120181055,0.371076248982145,"stable",0.487293388223491
"Uridine 5'-monophosphate","Com_364_pos","Uridine 5'-monophosphate","C9 H13 N2 O9 P",324.03619,1.496,347.02543,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",96606731.23,87555809.79,85552602.75,83782459.2600001,92038835.5599999,26.387942145909,26.4198761219261,-0.0319339760170259,0.744386763511033,0.434254055708065,"stable",0.325519805569405
"5-(hydroxymethyl)-4-methoxy-2,5-dihydrofuran-2-one","Com_368_pos","5-(hydroxymethyl)-4-methoxy-2,5-dihydrofuran-2-one","C6 H8 O4",166.02466,1.238,167.03194,"Invalid mass","No results","No results",NA,NA,NA,NA,344666126.2,289996283.6,305230698.9,336968454.5,345008865.1,28.3450482450022,28.2191360922097,0.125912152792552,0.227001923118873,0.26869456645179,"stable",0.934330942506229
"Corey Lactone Diol","Com_423_pos","Corey Lactone Diol","C8 H12 O4",172.07387,5.048,173.08115,"No results","No results","Full match","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","Gamma butyrolactones",40014954.37,33472076.38,39350366.43,18912215.42,21512337.65,24.2657380033616,25.1601214585538,-0.894383455192223,0.0107109251863431,0.107658618660743,"down",1.50541732728331
"Norbutorphanol","Com_466_pos","Norbutorphanol","C16 H21 N O2",259.16095,6.911,260.16823,"Invalid mass","No results","No results","Benzenoids","Phenanthrenes and derivatives","Not available","Phenanthrenes and derivatives",4536264.566,11954975.42,6470299.94200001,2239160.008,4175072.692,21.5439480402416,22.7498607810966,-1.205912740855,0.159936699703612,0.236849614042859,"stable",1.15378747976733
"8-(1,2-dihydroxy-3-methylbut-3-en-1-yl)-7-methoxy-2H-chromen-2-one","Com_477_pos","8-(1,2-dihydroxy-3-methylbut-3-en-1-yl)-7-methoxy-2H-chromen-2-one","C15 H16 O5",298.07802,1.595,299.08532,"Invalid mass","No results","No results",NA,NA,NA,NA,187530551.8,169091490.7,228193986.3,252602372.1,253801659.4,27.9157096035164,27.5271549209161,0.388554682600297,0.0919442295417533,0.193964655586207,"stable",1.25200596608988
"Ornithine","Com_478_pos","Ornithine","C5 H12 N2 O2",132.09008,1.181,133.09737,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids",18179669.98,17609682.64,16075416.11,20455854.16,26560247,24.4743878358551,24.0413469980353,0.433040837819867,0.241641870148756,0.274017665614004,"stable",1.31434687679216
"7-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-2H-chromen-2-one","Com_486_pos","7-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-2H-chromen-2-one","C19 H22 O3",320.14265,8.13,343.1319,"Invalid mass","No results","No results",NA,NA,NA,NA,4293696.802,39349184.73,3341234.987,4361633.412,1372111.412,21.2222016435476,22.9785231057878,-1.75632146224025,0.300039093841163,0.298475064676135,"stable",0.834803741299594
"SPB 16:1;2O","Com_487_pos","SPB 16:1;2O","C16 H33 N O2",271.25135,6.942,272.25862,"No results","Full match","No results",NA,NA,NA,NA,33499116.98,58475522.28,26280804.33,26045700.31,24926681.52,24.6028646934955,25.1488184441807,-0.545953750685253,0.250403935097536,0.276995036996457,"stable",0.900555166585044
"3-hydroxy-3-methylpentanedioic acid","Com_526_pos","3-hydroxy-3-methylpentanedioic acid","C6 H10 O5",184.03511,5.137,185.04238,"Invalid mass","No results","No results",NA,NA,NA,NA,121175726.8,69171628.1500001,93431273.58,104156771.3,114760887.7,26.7041185919964,26.4578682572202,0.246250334776128,0.40563126773586,0.336762378456746,"stable",0.652814545802986
"1-(4-bromophenyl)-2-phenylethan-1-one","Com_550_pos","1-(4-bromophenyl)-2-phenylethan-1-one","C14 H11 Br O",223.11891,5.805,224.12619,"Invalid mass","No results","No results",NA,NA,NA,NA,71590291.63,84253708.25,66845851.06,63508115.51,79637844.87,26.0836942348146,26.1386107177097,-0.0549164828950204,0.804025978939708,0.453275593504125,"stable",0.274072369534467
